bulk_id,spalen,date1,mm_ratio_zar,mm_ratio_vre,mm_ratio_vre_16,mm_ratio_vre_1,mm_ratio_nre,mm_sold_in_quarter
534A36A0-C58B-E611-BE92-001EC9D5643C,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
534A36A0-C58B-E611-BE92-001EC9D5643C,4.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
D3BCABA8-1B5F-E611-9523-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
D3BCABA8-1B5F-E611-9523-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
D3BCABA8-1B5F-E611-9523-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
D3BCABA8-1B5F-E611-9523-001EC9D5643C,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
D3BCABA8-1B5F-E611-9523-001EC9D5643C,4.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
95364EB2-E346-E711-97EC-001EC9D56418,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
95364EB2-E346-E711-97EC-001EC9D56418,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
95364EB2-E346-E711-97EC-001EC9D56418,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
95364EB2-E346-E711-97EC-001EC9D56418,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
87BBA675-8478-E511-98DF-001EC9D56418,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
87BBA675-8478-E511-98DF-001EC9D56418,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
87BBA675-8478-E511-98DF-001EC9D56418,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
87BBA675-8478-E511-98DF-001EC9D56418,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
8D12F018-65D8-E411-9A07-001EC9D56418,2.0,1435708800000000000,29.0,31.0,2.0,0.0,3.0,7749.600000000005
8D12F018-65D8-E411-9A07-001EC9D56418,1.0,1435708800000000000,23.0,21.0,1.0,0.0,4.0,5286.299999999996
8D12F018-65D8-E411-9A07-001EC9D56418,4.0,1435708800000000000,2.0,2.0,0.0,0.0,0.0,0.0
8D12F018-65D8-E411-9A07-001EC9D56418,0.0,1435708800000000000,11.0,13.0,2.0,0.0,0.0,627.9999999999998
8D12F018-65D8-E411-9A07-001EC9D56418,3.0,1435708800000000000,16.0,15.0,2.0,0.0,0.0,4694.2999999999965
C78A74B1-07DD-E411-9A07-001EC9D56418,3.0,1435708800000000000,2.0,1.0,0.0,0.0,1.0,613.9000000000001
C78A74B1-07DD-E411-9A07-001EC9D56418,2.0,1435708800000000000,20.0,24.0,0.0,0.0,1.0,3779.6000000000035
C78A74B1-07DD-E411-9A07-001EC9D56418,1.0,1435708800000000000,22.0,24.0,0.0,0.0,4.0,3844.3999999999983
C78A74B1-07DD-E411-9A07-001EC9D56418,0.0,1435708800000000000,6.0,5.0,0.0,0.0,1.0,472.5
C78A74B1-07DD-E411-9A07-001EC9D56418,4.0,1435708800000000000,0.0,1.0,0.0,0.0,0.0,0.0
0B6E2454-371C-E611-9928-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
0B6E2454-371C-E611-9928-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
0B6E2454-371C-E611-9928-001EC9D5643C,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
0B6E2454-371C-E611-9928-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
66CECB9E-35CC-E611-B624-001EC9D56418,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
66CECB9E-35CC-E611-B624-001EC9D56418,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
66CECB9E-35CC-E611-B624-001EC9D56418,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
66CECB9E-35CC-E611-B624-001EC9D56418,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
66CECB9E-35CC-E611-B624-001EC9D56418,4.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
AD9787B9-35CC-E611-B624-001EC9D56418,4.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
AD9787B9-35CC-E611-B624-001EC9D56418,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
AD9787B9-35CC-E611-B624-001EC9D56418,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
AD9787B9-35CC-E611-B624-001EC9D56418,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
7A52DFFB-4567-E511-B7CF-001EC9D56418,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
7A52DFFB-4567-E511-B7CF-001EC9D56418,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
7A52DFFB-4567-E511-B7CF-001EC9D56418,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
7A52DFFB-4567-E511-B7CF-001EC9D56418,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
0A741758-AC58-E611-9523-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
0A741758-AC58-E611-9523-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
0A741758-AC58-E611-9523-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
0A741758-AC58-E611-9523-001EC9D5643C,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
859B8661-F273-E511-B4A4-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
859B8661-F273-E511-B4A4-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
859B8661-F273-E511-B4A4-001EC9D5643C,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
859B8661-F273-E511-B4A4-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
CD1F93E5-F273-E511-B4A4-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
CD1F93E5-F273-E511-B4A4-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
CD1F93E5-F273-E511-B4A4-001EC9D5643C,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
CD1F93E5-F273-E511-B4A4-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
8AEB0D29-F373-E511-B4A4-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
8AEB0D29-F373-E511-B4A4-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
8AEB0D29-F373-E511-B4A4-001EC9D5643C,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
8AEB0D29-F373-E511-B4A4-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
DDC551EB-97EB-E511-B620-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
DDC551EB-97EB-E511-B620-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
DDC551EB-97EB-E511-B620-001EC9D5643C,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
DDC551EB-97EB-E511-B620-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
EEA80383-6E98-E711-8530-00505688958B,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
EEA80383-6E98-E711-8530-00505688958B,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
EEA80383-6E98-E711-8530-00505688958B,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
EEA80383-6E98-E711-8530-00505688958B,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
EEA80383-6E98-E711-8530-00505688958B,4.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
F8A7FA94-6E98-E711-8530-00505688958B,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
F8A7FA94-6E98-E711-8530-00505688958B,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
F8A7FA94-6E98-E711-8530-00505688958B,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
F8A7FA94-6E98-E711-8530-00505688958B,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
0D0AD06A-AFEB-E711-B9FF-00505688958B,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
0D0AD06A-AFEB-E711-B9FF-00505688958B,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
0D0AD06A-AFEB-E711-B9FF-00505688958B,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
0D0AD06A-AFEB-E711-B9FF-00505688958B,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
3F1BF1E7-AFEB-E711-B9FF-00505688958B,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
3F1BF1E7-AFEB-E711-B9FF-00505688958B,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
3F1BF1E7-AFEB-E711-B9FF-00505688958B,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
3F1BF1E7-AFEB-E711-B9FF-00505688958B,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
2D61E539-4700-E811-B9FF-00505688958B,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
2D61E539-4700-E811-B9FF-00505688958B,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
2D61E539-4700-E811-B9FF-00505688958B,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
2D61E539-4700-E811-B9FF-00505688958B,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
2D61E539-4700-E811-B9FF-00505688958B,4.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
58FBF8D0-4800-E811-B9FF-00505688958B,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
58FBF8D0-4800-E811-B9FF-00505688958B,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
58FBF8D0-4800-E811-B9FF-00505688958B,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
58FBF8D0-4800-E811-B9FF-00505688958B,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
58FBF8D0-4800-E811-B9FF-00505688958B,4.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
BE6C758E-25F4-E611-84D2-001EC9D56418,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,566.7200000000001
BE6C758E-25F4-E611-84D2-001EC9D56418,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
6B2BDF94-0EF9-E611-84D2-001EC9D56418,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
6B2BDF94-0EF9-E611-84D2-001EC9D56418,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
6B2BDF94-0EF9-E611-84D2-001EC9D56418,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
6B2BDF94-0EF9-E611-84D2-001EC9D56418,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
A893576C-16F9-E611-84D2-001EC9D56418,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
A893576C-16F9-E611-84D2-001EC9D56418,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
A893576C-16F9-E611-84D2-001EC9D56418,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
A893576C-16F9-E611-84D2-001EC9D56418,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
26220EC6-16F9-E611-84D2-001EC9D56418,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
26220EC6-16F9-E611-84D2-001EC9D56418,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
26220EC6-16F9-E611-84D2-001EC9D56418,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
26220EC6-16F9-E611-84D2-001EC9D56418,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
553ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
553ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
553ECC9B-BFAD-E611-9FBE-001EC9D5643C,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
553ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
8F6018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,572.4300000000001
8F6018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,203.01
573ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
573ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,4.0,722.0400000000001
573ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
8B6018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,1.0,202.44
8B6018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,0.0,1.0,0.0,0.0,6.0,1157.2599999999995
E9D28148-DFDF-E611-B624-001EC9D56418,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,708.3000000000001
E9D28148-DFDF-E611-B624-001EC9D56418,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
E9D28148-DFDF-E611-B624-001EC9D56418,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,1032.3
EBD28148-DFDF-E611-B624-001EC9D56418,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,4709.999999999997
EBD28148-DFDF-E611-B624-001EC9D56418,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,2806.199999999997
EBD28148-DFDF-E611-B624-001EC9D56418,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,6948.300000000018
EDD28148-DFDF-E611-B624-001EC9D56418,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,2652.9000000000005
EDD28148-DFDF-E611-B624-001EC9D56418,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,1671.5999999999988
EDD28148-DFDF-E611-B624-001EC9D56418,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,6000.000000000004
583A3C67-853F-E211-82DD-001EC9D56438,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
583A3C67-853F-E211-82DD-001EC9D56438,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
583A3C67-853F-E211-82DD-001EC9D56438,3.0,1435708800000000000,1.0,0.0,0.0,0.0,0.0,0.0
C5416481-2C44-E211-82DD-001EC9D56438,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
C5416481-2C44-E211-82DD-001EC9D56438,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
C5416481-2C44-E211-82DD-001EC9D56438,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
916018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
916018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
916018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,242.39999999999998
896018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,1782.6600000000003
896018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,4624.500000000004
896018F1-C2AD-E611-9FBE-001EC9D5643C,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,1265.2499999999993
896018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,351.36
876018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
876018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
876018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
856018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
856018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
856018F1-C2AD-E611-9FBE-001EC9D5643C,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
856018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
8B6018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
8D6018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,1.0,138.03
8D6018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,1.0,182.46
8D6018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,2.0,462.47999999999996
5D3ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
5D3ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
5D3ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
D1D28148-DFDF-E611-B624-001EC9D56418,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,1601.5799999999997
D1D28148-DFDF-E611-B624-001EC9D56418,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,1094.2799999999995
D1D28148-DFDF-E611-B624-001EC9D56418,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,1860.7799999999993
D1D28148-DFDF-E611-B624-001EC9D56418,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
D9D28148-DFDF-E611-B624-001EC9D56418,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,478.8
D9D28148-DFDF-E611-B624-001EC9D56418,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
D9D28148-DFDF-E611-B624-001EC9D56418,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
A29078E2-9F94-E711-8530-00505688958B,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
A29078E2-9F94-E711-8530-00505688958B,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
A29078E2-9F94-E711-8530-00505688958B,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
A29078E2-9F94-E711-8530-00505688958B,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
81CDF4F4-9F94-E711-8530-00505688958B,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
81CDF4F4-9F94-E711-8530-00505688958B,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
81CDF4F4-9F94-E711-8530-00505688958B,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
81CDF4F4-9F94-E711-8530-00505688958B,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
5132A509-A094-E711-8530-00505688958B,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
5132A509-A094-E711-8530-00505688958B,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
5132A509-A094-E711-8530-00505688958B,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
779B2444-3915-E711-96FE-001EC9D5643C,3.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
779B2444-3915-E711-96FE-001EC9D5643C,1.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
779B2444-3915-E711-96FE-001EC9D5643C,2.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
779B2444-3915-E711-96FE-001EC9D5643C,0.0,1435708800000000000,0.0,0.0,0.0,0.0,0.0,0.0
