bulk_id,spalen,date1,ratio_zar,ratio_vre,ratio_vre_16,ratio_vre_1,ratio_nre,ratio_vsre,sold_in_quarter
67A58823-AFC9-E511-9405-001EC9D56418,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8B240E6D-7FCA-E511-9405-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8B240E6D-7FCA-E511-9405-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8B240E6D-7FCA-E511-9405-001EC9D56418,4.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8B240E6D-7FCA-E511-9405-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8B240E6D-7FCA-E511-9405-001EC9D56418,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F38FFFC2-6F3B-E511-A64E-001EC9D5643C,1.0,1441065600000000000,0.0,168.0,60.0,0.0,2.0,0.0,0.0
F38FFFC2-6F3B-E511-A64E-001EC9D5643C,2.0,1441065600000000000,0.0,144.0,30.0,0.0,0.0,0.0,0.0
F38FFFC2-6F3B-E511-A64E-001EC9D5643C,0.0,1441065600000000000,0.0,24.0,10.0,0.0,0.0,0.0,0.0
F38FFFC2-6F3B-E511-A64E-001EC9D5643C,3.0,1441065600000000000,0.0,24.0,0.0,0.0,0.0,0.0,0.0
EB65828D-0449-42C8-9224-42B1C83F1B1E,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EB65828D-0449-42C8-9224-42B1C83F1B1E,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EB65828D-0449-42C8-9224-42B1C83F1B1E,4.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EB65828D-0449-42C8-9224-42B1C83F1B1E,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EB65828D-0449-42C8-9224-42B1C83F1B1E,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11343FA0-ABDF-E511-B620-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11343FA0-ABDF-E511-B620-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11343FA0-ABDF-E511-B620-001EC9D5643C,4.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11343FA0-ABDF-E511-B620-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11343FA0-ABDF-E511-B620-001EC9D5643C,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5A4E0BD8-5C29-E511-84C6-001EC9D56418,1.0,1441065600000000000,14.0,88.0,0.0,0.0,88.0,0.0,1228.8
5A4E0BD8-5C29-E511-84C6-001EC9D56418,2.0,1441065600000000000,26.0,96.0,0.0,0.0,96.0,0.0,2869.200000000002
5A4E0BD8-5C29-E511-84C6-001EC9D56418,0.0,1441065600000000000,3.0,16.0,0.0,0.0,16.0,0.0,0.0
5A4E0BD8-5C29-E511-84C6-001EC9D56418,4.0,1441065600000000000,0.0,8.0,0.0,0.0,8.0,0.0,0.0
5A4E0BD8-5C29-E511-84C6-001EC9D56418,3.0,1441065600000000000,6.0,16.0,0.0,0.0,16.0,0.0,1039.2
D04F1379-5729-E511-84C6-001EC9D56418,2.0,1441065600000000000,43.0,141.0,6.0,11.0,141.0,0.0,6503.800000000008
D04F1379-5729-E511-84C6-001EC9D56418,1.0,1441065600000000000,25.0,111.0,3.0,6.0,111.0,0.0,2443.1999999999994
D04F1379-5729-E511-84C6-001EC9D56418,4.0,1441065600000000000,2.0,8.0,0.0,0.0,8.0,0.0,0.0
D04F1379-5729-E511-84C6-001EC9D56418,3.0,1441065600000000000,17.0,72.0,6.0,6.0,72.0,0.0,2840.2000000000003
D04F1379-5729-E511-84C6-001EC9D56418,0.0,1441065600000000000,14.0,59.0,3.0,2.0,59.0,0.0,1567.7999999999995
534A36A0-C58B-E611-BE92-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534A36A0-C58B-E611-BE92-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534A36A0-C58B-E611-BE92-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534A36A0-C58B-E611-BE92-001EC9D5643C,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534A36A0-C58B-E611-BE92-001EC9D5643C,4.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D3BCABA8-1B5F-E611-9523-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D3BCABA8-1B5F-E611-9523-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D3BCABA8-1B5F-E611-9523-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D3BCABA8-1B5F-E611-9523-001EC9D5643C,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D3BCABA8-1B5F-E611-9523-001EC9D5643C,4.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95364EB2-E346-E711-97EC-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95364EB2-E346-E711-97EC-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95364EB2-E346-E711-97EC-001EC9D56418,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95364EB2-E346-E711-97EC-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87BBA675-8478-E511-98DF-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87BBA675-8478-E511-98DF-001EC9D56418,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87BBA675-8478-E511-98DF-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87BBA675-8478-E511-98DF-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8D12F018-65D8-E411-9A07-001EC9D56418,2.0,1441065600000000000,59.0,63.0,2.0,0.0,8.0,0.0,17693.09999999997
8D12F018-65D8-E411-9A07-001EC9D56418,1.0,1441065600000000000,38.0,37.0,1.0,0.0,4.0,0.0,7933.799999999986
8D12F018-65D8-E411-9A07-001EC9D56418,4.0,1441065600000000000,4.0,4.0,0.0,0.0,1.0,0.0,0.0
8D12F018-65D8-E411-9A07-001EC9D56418,0.0,1441065600000000000,18.0,22.0,2.0,0.0,2.0,0.0,2287.8000000000006
8D12F018-65D8-E411-9A07-001EC9D56418,3.0,1441065600000000000,26.0,29.0,3.0,0.0,0.0,0.0,8490.699999999988
C78A74B1-07DD-E411-9A07-001EC9D56418,3.0,1441065600000000000,4.0,7.0,0.0,3.0,1.0,0.0,1396.0000000000002
C78A74B1-07DD-E411-9A07-001EC9D56418,2.0,1441065600000000000,38.0,43.0,0.0,3.0,5.0,0.0,10019.499999999995
C78A74B1-07DD-E411-9A07-001EC9D56418,1.0,1441065600000000000,32.0,37.0,0.0,1.0,7.0,0.0,5487.5999999999985
C78A74B1-07DD-E411-9A07-001EC9D56418,0.0,1441065600000000000,11.0,10.0,0.0,1.0,2.0,0.0,922.5
C78A74B1-07DD-E411-9A07-001EC9D56418,4.0,1441065600000000000,5.0,5.0,0.0,0.0,0.0,0.0,2983.5
0B6E2454-371C-E611-9928-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0B6E2454-371C-E611-9928-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0B6E2454-371C-E611-9928-001EC9D5643C,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0B6E2454-371C-E611-9928-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66CECB9E-35CC-E611-B624-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66CECB9E-35CC-E611-B624-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66CECB9E-35CC-E611-B624-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66CECB9E-35CC-E611-B624-001EC9D56418,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66CECB9E-35CC-E611-B624-001EC9D56418,4.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AD9787B9-35CC-E611-B624-001EC9D56418,4.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AD9787B9-35CC-E611-B624-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AD9787B9-35CC-E611-B624-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AD9787B9-35CC-E611-B624-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7A52DFFB-4567-E511-B7CF-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7A52DFFB-4567-E511-B7CF-001EC9D56418,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7A52DFFB-4567-E511-B7CF-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7A52DFFB-4567-E511-B7CF-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0A741758-AC58-E611-9523-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0A741758-AC58-E611-9523-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0A741758-AC58-E611-9523-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0A741758-AC58-E611-9523-001EC9D5643C,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859B8661-F273-E511-B4A4-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859B8661-F273-E511-B4A4-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859B8661-F273-E511-B4A4-001EC9D5643C,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859B8661-F273-E511-B4A4-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD1F93E5-F273-E511-B4A4-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD1F93E5-F273-E511-B4A4-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD1F93E5-F273-E511-B4A4-001EC9D5643C,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD1F93E5-F273-E511-B4A4-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8AEB0D29-F373-E511-B4A4-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8AEB0D29-F373-E511-B4A4-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8AEB0D29-F373-E511-B4A4-001EC9D5643C,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8AEB0D29-F373-E511-B4A4-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDC551EB-97EB-E511-B620-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDC551EB-97EB-E511-B620-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDC551EB-97EB-E511-B620-001EC9D5643C,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDC551EB-97EB-E511-B620-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEA80383-6E98-E711-8530-00505688958B,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEA80383-6E98-E711-8530-00505688958B,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEA80383-6E98-E711-8530-00505688958B,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEA80383-6E98-E711-8530-00505688958B,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEA80383-6E98-E711-8530-00505688958B,4.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8A7FA94-6E98-E711-8530-00505688958B,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8A7FA94-6E98-E711-8530-00505688958B,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8A7FA94-6E98-E711-8530-00505688958B,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8A7FA94-6E98-E711-8530-00505688958B,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0D0AD06A-AFEB-E711-B9FF-00505688958B,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0D0AD06A-AFEB-E711-B9FF-00505688958B,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0D0AD06A-AFEB-E711-B9FF-00505688958B,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0D0AD06A-AFEB-E711-B9FF-00505688958B,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3F1BF1E7-AFEB-E711-B9FF-00505688958B,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3F1BF1E7-AFEB-E711-B9FF-00505688958B,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3F1BF1E7-AFEB-E711-B9FF-00505688958B,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3F1BF1E7-AFEB-E711-B9FF-00505688958B,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2D61E539-4700-E811-B9FF-00505688958B,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2D61E539-4700-E811-B9FF-00505688958B,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2D61E539-4700-E811-B9FF-00505688958B,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2D61E539-4700-E811-B9FF-00505688958B,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2D61E539-4700-E811-B9FF-00505688958B,4.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58FBF8D0-4800-E811-B9FF-00505688958B,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58FBF8D0-4800-E811-B9FF-00505688958B,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58FBF8D0-4800-E811-B9FF-00505688958B,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58FBF8D0-4800-E811-B9FF-00505688958B,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58FBF8D0-4800-E811-B9FF-00505688958B,4.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BE6C758E-25F4-E611-84D2-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,2012.0499999999995
BE6C758E-25F4-E611-84D2-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,318.6
6B2BDF94-0EF9-E611-84D2-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6B2BDF94-0EF9-E611-84D2-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6B2BDF94-0EF9-E611-84D2-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6B2BDF94-0EF9-E611-84D2-001EC9D56418,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A893576C-16F9-E611-84D2-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A893576C-16F9-E611-84D2-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A893576C-16F9-E611-84D2-001EC9D56418,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A893576C-16F9-E611-84D2-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26220EC6-16F9-E611-84D2-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26220EC6-16F9-E611-84D2-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26220EC6-16F9-E611-84D2-001EC9D56418,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26220EC6-16F9-E611-84D2-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553ECC9B-BFAD-E611-9FBE-001EC9D5643C,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8F6018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,1548.0900000000006
8F6018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,978.03
573ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,7.0,0.0,1262.3099999999997
573ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8B6018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,1.0,0.0,202.44
8B6018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,0.0,3.0,2.0,0.0,18.0,0.0,3481.139999999998
E9D28148-DFDF-E611-B624-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,3763.1999999999966
E9D28148-DFDF-E611-B624-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,580.1999999999999
E9D28148-DFDF-E611-B624-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,2259.3
EBD28148-DFDF-E611-B624-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,5644.799999999998
EBD28148-DFDF-E611-B624-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,4210.799999999995
EBD28148-DFDF-E611-B624-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,9732.000000000018
EDD28148-DFDF-E611-B624-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,2895.300000000001
EDD28148-DFDF-E611-B624-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,1671.5999999999988
EDD28148-DFDF-E611-B624-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,6372.300000000005
583A3C67-853F-E211-82DD-001EC9D56438,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583A3C67-853F-E211-82DD-001EC9D56438,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583A3C67-853F-E211-82DD-001EC9D56438,3.0,1441065600000000000,1.0,1.0,1.0,0.0,0.0,0.0,3184.019999999999
C5416481-2C44-E211-82DD-001EC9D56438,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5416481-2C44-E211-82DD-001EC9D56438,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5416481-2C44-E211-82DD-001EC9D56438,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,1.0,0.0,0.0
916018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,242.39999999999998
896018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,2759.5499999999997
896018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,9487.07999999997
896018F1-C2AD-E611-9FBE-001EC9D5643C,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,1545.0900000000004
896018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,878.3999999999996
876018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856018F1-C2AD-E611-9FBE-001EC9D5643C,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8B6018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8D6018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,5.0,0.0,553.7700000000001
8D6018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,21.0,0.0,3880.890000000002
8D6018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,4.0,0.0,924.5699999999999
5D3ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5D3ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5D3ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1D28148-DFDF-E611-B624-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,12176.369999999986
D1D28148-DFDF-E611-B624-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,6865.709999999977
D1D28148-DFDF-E611-B624-001EC9D56418,0.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,6722.640000000003
D1D28148-DFDF-E611-B624-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,527.04
D9D28148-DFDF-E611-B624-001EC9D56418,3.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,478.8
D9D28148-DFDF-E611-B624-001EC9D56418,1.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D9D28148-DFDF-E611-B624-001EC9D56418,2.0,1441065600000000000,0.0,0.0,0.0,0.0,0.0,0.0,181.5
