bulk_id,spalen,date1,value
832FDFD6-AFF2-E611-84D2-001EC9D56418,1,1512086400000000000,81.2663
A93667C6-B147-E311-8507-001EC9D5643C,2,1512086400000000000,8.6455
65C3C56D-897B-E411-9AB7-001EC9D5643C,1,1512086400000000000,39.3725
5C0E0157-C197-E711-8530-00505688958B,2,1512086400000000000,573.3091
5C0E0157-C197-E711-8530-00505688958B,1,1512086400000000000,109.5074
5C0E0157-C197-E711-8530-00505688958B,0,1512086400000000000,229.3659
5C0E0157-C197-E711-8530-00505688958B,3,1512086400000000000,115.1636
BC92BE33-C197-E711-8530-00505688958B,3,1512086400000000000,271.2093
BC92BE33-C197-E711-8530-00505688958B,2,1512086400000000000,356.6386
BC92BE33-C197-E711-8530-00505688958B,1,1512086400000000000,194.6767
67127343-C197-E711-8530-00505688958B,3,1512086400000000000,221.9081
67127343-C197-E711-8530-00505688958B,2,1512086400000000000,419.2239
67127343-C197-E711-8530-00505688958B,1,1512086400000000000,212.2979
72B1CAF6-A2DC-E511-9840-001EC9D56418,2,1514764800000000000,176.799
72B1CAF6-A2DC-E511-9840-001EC9D56418,3,1514764800000000000,35.2308
35168781-8F60-E611-9523-001EC9D5643C,3,1514764800000000000,221.7075
35168781-8F60-E611-9523-001EC9D5643C,2,1514764800000000000,373.6197
35168781-8F60-E611-9523-001EC9D5643C,1,1514764800000000000,8.8987
A8632090-8F60-E611-9523-001EC9D5643C,3,1514764800000000000,198.4811
A8632090-8F60-E611-9523-001EC9D5643C,2,1514764800000000000,634.0761
A8632090-8F60-E611-9523-001EC9D5643C,1,1514764800000000000,103.6201
F4BE45B2-AFF2-E611-84D2-001EC9D56418,4,1514764800000000000,133.5019
F4BE45B2-AFF2-E611-84D2-001EC9D56418,3,1514764800000000000,417.8648
F4BE45B2-AFF2-E611-84D2-001EC9D56418,1,1514764800000000000,131.3875
F4BE45B2-AFF2-E611-84D2-001EC9D56418,2,1514764800000000000,202.4868
832FDFD6-AFF2-E611-84D2-001EC9D56418,3,1514764800000000000,245.5629
832FDFD6-AFF2-E611-84D2-001EC9D56418,2,1514764800000000000,939.3978
832FDFD6-AFF2-E611-84D2-001EC9D56418,0,1514764800000000000,87.7711
A93667C6-B147-E311-8507-001EC9D5643C,2,1514764800000000000,3.4151
E522EAD5-DA93-E311-8208-001EC9D56418,1,1514764800000000000,81.8419
5C0E0157-C197-E711-8530-00505688958B,2,1514764800000000000,417.317
5C0E0157-C197-E711-8530-00505688958B,1,1514764800000000000,123.2186
5C0E0157-C197-E711-8530-00505688958B,3,1514764800000000000,151.8225
5C0E0157-C197-E711-8530-00505688958B,0,1514764800000000000,117.4188
BC92BE33-C197-E711-8530-00505688958B,3,1514764800000000000,268.8626
BC92BE33-C197-E711-8530-00505688958B,2,1514764800000000000,331.2941
BC92BE33-C197-E711-8530-00505688958B,1,1514764800000000000,195.0569
67127343-C197-E711-8530-00505688958B,3,1514764800000000000,217.8423
67127343-C197-E711-8530-00505688958B,2,1514764800000000000,351.3079
67127343-C197-E711-8530-00505688958B,1,1514764800000000000,198.398
72B1CAF6-A2DC-E511-9840-001EC9D56418,2,1517443200000000000,174.7771
72B1CAF6-A2DC-E511-9840-001EC9D56418,3,1517443200000000000,26.383
35168781-8F60-E611-9523-001EC9D5643C,3,1517443200000000000,197.1646
35168781-8F60-E611-9523-001EC9D5643C,2,1517443200000000000,356.3945
A8632090-8F60-E611-9523-001EC9D5643C,3,1517443200000000000,152.8052
A8632090-8F60-E611-9523-001EC9D5643C,2,1517443200000000000,584.1569
50B329EC-1DE2-E511-B953-001EC9D56418,3,1517443200000000000,12.637
F4BE45B2-AFF2-E611-84D2-001EC9D56418,3,1517443200000000000,428.1126
F4BE45B2-AFF2-E611-84D2-001EC9D56418,4,1517443200000000000,116.6407
F4BE45B2-AFF2-E611-84D2-001EC9D56418,1,1517443200000000000,127.0048
F4BE45B2-AFF2-E611-84D2-001EC9D56418,2,1517443200000000000,200.6155
832FDFD6-AFF2-E611-84D2-001EC9D56418,3,1517443200000000000,253.0514
832FDFD6-AFF2-E611-84D2-001EC9D56418,2,1517443200000000000,925.6753
832FDFD6-AFF2-E611-84D2-001EC9D56418,1,1517443200000000000,70.3913
A93667C6-B147-E311-8507-001EC9D5643C,2,1517443200000000000,6.8399
E522EAD5-DA93-E311-8208-001EC9D56418,1,1517443200000000000,83.8864
5C0E0157-C197-E711-8530-00505688958B,1,1517443200000000000,118.2829
5C0E0157-C197-E711-8530-00505688958B,2,1517443200000000000,368.7762
5C0E0157-C197-E711-8530-00505688958B,3,1517443200000000000,132.6471
5C0E0157-C197-E711-8530-00505688958B,0,1517443200000000000,94.2682
BC92BE33-C197-E711-8530-00505688958B,3,1517443200000000000,263.4959
BC92BE33-C197-E711-8530-00505688958B,2,1517443200000000000,321.1155
BC92BE33-C197-E711-8530-00505688958B,1,1517443200000000000,188.3722
67127343-C197-E711-8530-00505688958B,3,1517443200000000000,216.3473
67127343-C197-E711-8530-00505688958B,2,1517443200000000000,362.3999
67127343-C197-E711-8530-00505688958B,1,1517443200000000000,194.9361
BE6C758E-25F4-E611-84D2-001EC9D56418,2,1512086400000000000,629.8086
BE6C758E-25F4-E611-84D2-001EC9D56418,1,1512086400000000000,311.6835
BE6C758E-25F4-E611-84D2-001EC9D56418,2,1514764800000000000,510.6626
BE6C758E-25F4-E611-84D2-001EC9D56418,1,1514764800000000000,221.0908
BE6C758E-25F4-E611-84D2-001EC9D56418,2,1517443200000000000,526.0537
BE6C758E-25F4-E611-84D2-001EC9D56418,1,1517443200000000000,197.7583
D312086D-869A-E611-BE92-001EC9D5643C,3,1512086400000000000,205.8133
D312086D-869A-E611-BE92-001EC9D5643C,1,1512086400000000000,40.2693
D312086D-869A-E611-BE92-001EC9D5643C,2,1512086400000000000,253.2291
D312086D-869A-E611-BE92-001EC9D5643C,4,1512086400000000000,41.4205
D312086D-869A-E611-BE92-001EC9D5643C,0,1512086400000000000,0.0
F7353C5B-D61D-E711-96FE-001EC9D5643C,1,1512086400000000000,239.1522
F7353C5B-D61D-E711-96FE-001EC9D5643C,4,1512086400000000000,233.2378
F7353C5B-D61D-E711-96FE-001EC9D5643C,3,1512086400000000000,583.6435
F7353C5B-D61D-E711-96FE-001EC9D5643C,2,1512086400000000000,309.9705
F7353C5B-D61D-E711-96FE-001EC9D5643C,0,1512086400000000000,23.4141
6C216151-D81D-E711-96FE-001EC9D5643C,3,1512086400000000000,210.4584
6C216151-D81D-E711-96FE-001EC9D5643C,0,1512086400000000000,0.0
6C216151-D81D-E711-96FE-001EC9D5643C,2,1512086400000000000,323.9761
6C216151-D81D-E711-96FE-001EC9D5643C,1,1512086400000000000,65.5124
D312086D-869A-E611-BE92-001EC9D5643C,1,1514764800000000000,26.9696
D312086D-869A-E611-BE92-001EC9D5643C,3,1514764800000000000,177.9997
D312086D-869A-E611-BE92-001EC9D5643C,2,1514764800000000000,175.8754
D312086D-869A-E611-BE92-001EC9D5643C,4,1514764800000000000,37.839
D312086D-869A-E611-BE92-001EC9D5643C,0,1514764800000000000,0.0
F7353C5B-D61D-E711-96FE-001EC9D5643C,4,1514764800000000000,236.7369
F7353C5B-D61D-E711-96FE-001EC9D5643C,1,1514764800000000000,157.2385
F7353C5B-D61D-E711-96FE-001EC9D5643C,3,1514764800000000000,560.7631
F7353C5B-D61D-E711-96FE-001EC9D5643C,2,1514764800000000000,203.3702
F7353C5B-D61D-E711-96FE-001EC9D5643C,0,1514764800000000000,53.1147
6C216151-D81D-E711-96FE-001EC9D5643C,0,1514764800000000000,0.0
6C216151-D81D-E711-96FE-001EC9D5643C,2,1514764800000000000,314.3677
6C216151-D81D-E711-96FE-001EC9D5643C,3,1514764800000000000,225.7726
6C216151-D81D-E711-96FE-001EC9D5643C,1,1514764800000000000,102.7974
D312086D-869A-E611-BE92-001EC9D5643C,1,1517443200000000000,28.7454
D312086D-869A-E611-BE92-001EC9D5643C,3,1517443200000000000,180.5545
D312086D-869A-E611-BE92-001EC9D5643C,2,1517443200000000000,135.1606
D312086D-869A-E611-BE92-001EC9D5643C,4,1517443200000000000,46.179
D312086D-869A-E611-BE92-001EC9D5643C,0,1517443200000000000,0.0
F7353C5B-D61D-E711-96FE-001EC9D5643C,4,1517443200000000000,249.0284
F7353C5B-D61D-E711-96FE-001EC9D5643C,1,1517443200000000000,170.6589
F7353C5B-D61D-E711-96FE-001EC9D5643C,3,1517443200000000000,545.5004
F7353C5B-D61D-E711-96FE-001EC9D5643C,2,1517443200000000000,166.6623
F7353C5B-D61D-E711-96FE-001EC9D5643C,0,1517443200000000000,51.1342
6C216151-D81D-E711-96FE-001EC9D5643C,0,1517443200000000000,0.0
6C216151-D81D-E711-96FE-001EC9D5643C,2,1517443200000000000,301.9604
6C216151-D81D-E711-96FE-001EC9D5643C,3,1517443200000000000,227.2228
6C216151-D81D-E711-96FE-001EC9D5643C,1,1517443200000000000,57.5753
6B2BDF94-0EF9-E611-84D2-001EC9D56418,2,1512086400000000000,1164.8777
6B2BDF94-0EF9-E611-84D2-001EC9D56418,1,1512086400000000000,847.3441
6B2BDF94-0EF9-E611-84D2-001EC9D56418,3,1512086400000000000,958.3166
6B2BDF94-0EF9-E611-84D2-001EC9D56418,0,1512086400000000000,131.7637
A893576C-16F9-E611-84D2-001EC9D56418,2,1512086400000000000,262.3058
A893576C-16F9-E611-84D2-001EC9D56418,3,1512086400000000000,68.1143
A893576C-16F9-E611-84D2-001EC9D56418,1,1512086400000000000,268.5113
A893576C-16F9-E611-84D2-001EC9D56418,0,1512086400000000000,54.4313
26220EC6-16F9-E611-84D2-001EC9D56418,2,1512086400000000000,381.9769
26220EC6-16F9-E611-84D2-001EC9D56418,1,1512086400000000000,269.6122
26220EC6-16F9-E611-84D2-001EC9D56418,0,1512086400000000000,18.8097
6B2BDF94-0EF9-E611-84D2-001EC9D56418,1,1514764800000000000,874.7831
6B2BDF94-0EF9-E611-84D2-001EC9D56418,2,1514764800000000000,1012.9006
6B2BDF94-0EF9-E611-84D2-001EC9D56418,3,1514764800000000000,884.7834
6B2BDF94-0EF9-E611-84D2-001EC9D56418,0,1514764800000000000,114.071
A893576C-16F9-E611-84D2-001EC9D56418,2,1514764800000000000,267.6416
A893576C-16F9-E611-84D2-001EC9D56418,3,1514764800000000000,61.2724
A893576C-16F9-E611-84D2-001EC9D56418,1,1514764800000000000,260.3066
A893576C-16F9-E611-84D2-001EC9D56418,0,1514764800000000000,15.2377
26220EC6-16F9-E611-84D2-001EC9D56418,2,1514764800000000000,353.4083
26220EC6-16F9-E611-84D2-001EC9D56418,1,1514764800000000000,265.3139
26220EC6-16F9-E611-84D2-001EC9D56418,0,1514764800000000000,3.1706
6B2BDF94-0EF9-E611-84D2-001EC9D56418,2,1517443200000000000,990.1413
6B2BDF94-0EF9-E611-84D2-001EC9D56418,1,1517443200000000000,960.996
6B2BDF94-0EF9-E611-84D2-001EC9D56418,3,1517443200000000000,962.548
6B2BDF94-0EF9-E611-84D2-001EC9D56418,0,1517443200000000000,94.5848
A893576C-16F9-E611-84D2-001EC9D56418,2,1517443200000000000,286.3802
A893576C-16F9-E611-84D2-001EC9D56418,3,1517443200000000000,69.2889
A893576C-16F9-E611-84D2-001EC9D56418,1,1517443200000000000,250.6722
A893576C-16F9-E611-84D2-001EC9D56418,0,1517443200000000000,13.9909
26220EC6-16F9-E611-84D2-001EC9D56418,2,1517443200000000000,409.3714
26220EC6-16F9-E611-84D2-001EC9D56418,1,1517443200000000000,256.9123
26220EC6-16F9-E611-84D2-001EC9D56418,0,1517443200000000000,1.1263
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1512086400000000000,295.0208
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1512086400000000000,350.5787
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1512086400000000000,116.3849
313ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1512086400000000000,461.4255
313ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1512086400000000000,293.2535
313ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1512086400000000000,40.4691
333ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1512086400000000000,308.6537
333ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1512086400000000000,135.4432
333ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1512086400000000000,316.9544
353ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1512086400000000000,264.6484
353ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1512086400000000000,158.4059
3B3ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1512086400000000000,143.909
3B3ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1512086400000000000,255.2139
994A637F-C2CD-E611-B887-001EC9D5643C,0,1512086400000000000,149.8342
994A637F-C2CD-E611-B887-001EC9D5643C,1,1512086400000000000,259.5028
994A637F-C2CD-E611-B887-001EC9D5643C,3,1512086400000000000,72.0469
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1514764800000000000,240.524
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1514764800000000000,245.1507
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1514764800000000000,82.9219
313ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1514764800000000000,364.0298
313ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1514764800000000000,212.6254
333ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1514764800000000000,238.494
333ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1514764800000000000,232.6926
333ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1514764800000000000,101.1894
353ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1514764800000000000,217.0329
353ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1514764800000000000,118.6339
3B3ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1514764800000000000,84.7095
3B3ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1514764800000000000,200.585
994A637F-C2CD-E611-B887-001EC9D5643C,0,1514764800000000000,113.0935
994A637F-C2CD-E611-B887-001EC9D5643C,1,1514764800000000000,201.2351
994A637F-C2CD-E611-B887-001EC9D5643C,3,1514764800000000000,80.1194
7B6018F1-C2AD-E611-9FBE-001EC9D5643C,2,1517443200000000000,66.6657
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1517443200000000000,218.0014
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1517443200000000000,234.4835
2F3ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1517443200000000000,57.4873
313ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1517443200000000000,204.3632
313ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1517443200000000000,327.5691
333ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1517443200000000000,223.5885
333ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1517443200000000000,207.7479
353ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1517443200000000000,187.209
353ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1517443200000000000,105.6675
3B3ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1517443200000000000,87.1765
3B3ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1517443200000000000,177.9236
994A637F-C2CD-E611-B887-001EC9D5643C,0,1517443200000000000,110.6711
994A637F-C2CD-E611-B887-001EC9D5643C,1,1517443200000000000,205.1892
9487D3B2-8713-E711-96FE-001EC9D5643C,1,1512086400000000000,152.489
9487D3B2-8713-E711-96FE-001EC9D5643C,2,1512086400000000000,403.3135
9487D3B2-8713-E711-96FE-001EC9D5643C,4,1512086400000000000,259.4533
9487D3B2-8713-E711-96FE-001EC9D5643C,0,1512086400000000000,39.0931
C591F956-8813-E711-96FE-001EC9D5643C,2,1512086400000000000,333.0879
C591F956-8813-E711-96FE-001EC9D5643C,3,1512086400000000000,253.962
C591F956-8813-E711-96FE-001EC9D5643C,4,1512086400000000000,243.0979
C591F956-8813-E711-96FE-001EC9D5643C,1,1512086400000000000,218.1156
095A20C2-C513-E711-96FE-001EC9D5643C,1,1512086400000000000,616.4556
095A20C2-C513-E711-96FE-001EC9D5643C,2,1512086400000000000,422.634
095A20C2-C513-E711-96FE-001EC9D5643C,3,1512086400000000000,337.687
F47C6AD6-C513-E711-96FE-001EC9D5643C,3,1512086400000000000,181.7879
F47C6AD6-C513-E711-96FE-001EC9D5643C,2,1512086400000000000,430.5517
F47C6AD6-C513-E711-96FE-001EC9D5643C,1,1512086400000000000,614.5679
72887078-7908-E611-9928-001EC9D5643C,3,1512086400000000000,60.7106
8C5BDEBC-7908-E611-9928-001EC9D5643C,3,1512086400000000000,78.2218
EFE9999C-9576-E711-B07B-001EC9D5643C,2,1512086400000000000,772.6094
EFE9999C-9576-E711-B07B-001EC9D5643C,1,1512086400000000000,439.64
EFE9999C-9576-E711-B07B-001EC9D5643C,3,1512086400000000000,771.306
EFE9999C-9576-E711-B07B-001EC9D5643C,4,1512086400000000000,151.6077
EFE9999C-9576-E711-B07B-001EC9D5643C,0,1512086400000000000,239.2111
5AE274CD-9676-E711-B07B-001EC9D5643C,3,1512086400000000000,91.526
5AE274CD-9676-E711-B07B-001EC9D5643C,1,1512086400000000000,458.0415
5AE274CD-9676-E711-B07B-001EC9D5643C,2,1512086400000000000,520.0332
5AE274CD-9676-E711-B07B-001EC9D5643C,0,1512086400000000000,140.5769
5C3629EC-9776-E711-B07B-001EC9D5643C,2,1512086400000000000,989.602
5C3629EC-9776-E711-B07B-001EC9D5643C,0,1512086400000000000,73.8535
5C3629EC-9776-E711-B07B-001EC9D5643C,1,1512086400000000000,319.8415
5C3629EC-9776-E711-B07B-001EC9D5643C,3,1512086400000000000,440.8844
0E6FE41B-8808-E611-9928-001EC9D5643C,3,1512086400000000000,134.9859
0E6FE41B-8808-E611-9928-001EC9D5643C,2,1512086400000000000,116.3189
0E6FE41B-8808-E611-9928-001EC9D5643C,0,1512086400000000000,5.0507
0E6FE41B-8808-E611-9928-001EC9D5643C,1,1512086400000000000,64.3452
46B9015C-8808-E611-9928-001EC9D5643C,2,1512086400000000000,189.3069
46B9015C-8808-E611-9928-001EC9D5643C,3,1512086400000000000,189.9679
9D41BD52-F9BE-E711-BC64-00505688958B,3,1512086400000000000,372.2007
9D41BD52-F9BE-E711-BC64-00505688958B,0,1512086400000000000,211.4571
9D41BD52-F9BE-E711-BC64-00505688958B,2,1512086400000000000,1099.118
9D41BD52-F9BE-E711-BC64-00505688958B,1,1512086400000000000,672.8473
9D41BD52-F9BE-E711-BC64-00505688958B,4,1512086400000000000,198.5797
6FFE2FFC-94C4-E711-A992-0050568859FB,3,1512086400000000000,738.0025
6FFE2FFC-94C4-E711-A992-0050568859FB,2,1512086400000000000,871.8361
6FFE2FFC-94C4-E711-A992-0050568859FB,0,1512086400000000000,188.9237
6FFE2FFC-94C4-E711-A992-0050568859FB,4,1512086400000000000,190.3896
6FFE2FFC-94C4-E711-A992-0050568859FB,1,1512086400000000000,650.3925
9487D3B2-8713-E711-96FE-001EC9D5643C,1,1514764800000000000,116.7752
9487D3B2-8713-E711-96FE-001EC9D5643C,4,1514764800000000000,192.6623
9487D3B2-8713-E711-96FE-001EC9D5643C,2,1514764800000000000,233.4647
9487D3B2-8713-E711-96FE-001EC9D5643C,0,1514764800000000000,31.3604
C591F956-8813-E711-96FE-001EC9D5643C,1,1514764800000000000,183.2517
C591F956-8813-E711-96FE-001EC9D5643C,3,1514764800000000000,184.9241
C591F956-8813-E711-96FE-001EC9D5643C,4,1514764800000000000,178.1906
C591F956-8813-E711-96FE-001EC9D5643C,2,1514764800000000000,223.3265
095A20C2-C513-E711-96FE-001EC9D5643C,2,1514764800000000000,303.9396
095A20C2-C513-E711-96FE-001EC9D5643C,1,1514764800000000000,520.9616
095A20C2-C513-E711-96FE-001EC9D5643C,3,1514764800000000000,238.0384
095A20C2-C513-E711-96FE-001EC9D5643C,0,1514764800000000000,34.5904
F47C6AD6-C513-E711-96FE-001EC9D5643C,2,1514764800000000000,301.99
F47C6AD6-C513-E711-96FE-001EC9D5643C,1,1514764800000000000,549.8312
F47C6AD6-C513-E711-96FE-001EC9D5643C,3,1514764800000000000,132.4273
72887078-7908-E611-9928-001EC9D5643C,3,1514764800000000000,51.2092
EFE9999C-9576-E711-B07B-001EC9D5643C,2,1514764800000000000,746.0757
EFE9999C-9576-E711-B07B-001EC9D5643C,1,1514764800000000000,416.9403
EFE9999C-9576-E711-B07B-001EC9D5643C,3,1514764800000000000,723.9945
EFE9999C-9576-E711-B07B-001EC9D5643C,4,1514764800000000000,162.3854
EFE9999C-9576-E711-B07B-001EC9D5643C,0,1514764800000000000,233.7732
5AE274CD-9676-E711-B07B-001EC9D5643C,3,1514764800000000000,94.3677
5AE274CD-9676-E711-B07B-001EC9D5643C,2,1514764800000000000,552.7358
5AE274CD-9676-E711-B07B-001EC9D5643C,1,1514764800000000000,417.2449
5AE274CD-9676-E711-B07B-001EC9D5643C,0,1514764800000000000,137.7854
5C3629EC-9776-E711-B07B-001EC9D5643C,2,1514764800000000000,989.7928
5C3629EC-9776-E711-B07B-001EC9D5643C,0,1514764800000000000,85.4905
5C3629EC-9776-E711-B07B-001EC9D5643C,1,1514764800000000000,330.5098
5C3629EC-9776-E711-B07B-001EC9D5643C,3,1514764800000000000,401.6768
0E6FE41B-8808-E611-9928-001EC9D5643C,3,1514764800000000000,121.929
0E6FE41B-8808-E611-9928-001EC9D5643C,2,1514764800000000000,103.7435
0E6FE41B-8808-E611-9928-001EC9D5643C,1,1514764800000000000,53.6
46B9015C-8808-E611-9928-001EC9D5643C,2,1514764800000000000,144.9406
46B9015C-8808-E611-9928-001EC9D5643C,3,1514764800000000000,170.9944
9D41BD52-F9BE-E711-BC64-00505688958B,0,1514764800000000000,223.091
9D41BD52-F9BE-E711-BC64-00505688958B,2,1514764800000000000,985.7961
9D41BD52-F9BE-E711-BC64-00505688958B,3,1514764800000000000,377.9785
9D41BD52-F9BE-E711-BC64-00505688958B,1,1514764800000000000,654.8479
9D41BD52-F9BE-E711-BC64-00505688958B,4,1514764800000000000,217.7715
6FFE2FFC-94C4-E711-A992-0050568859FB,3,1514764800000000000,735.1227
6FFE2FFC-94C4-E711-A992-0050568859FB,2,1514764800000000000,881.0167
6FFE2FFC-94C4-E711-A992-0050568859FB,0,1514764800000000000,200.3939
6FFE2FFC-94C4-E711-A992-0050568859FB,4,1514764800000000000,200.2655
6FFE2FFC-94C4-E711-A992-0050568859FB,1,1514764800000000000,640.6521
9487D3B2-8713-E711-96FE-001EC9D5643C,1,1517443200000000000,105.3146
9487D3B2-8713-E711-96FE-001EC9D5643C,2,1517443200000000000,219.3248
9487D3B2-8713-E711-96FE-001EC9D5643C,4,1517443200000000000,187.0832
9487D3B2-8713-E711-96FE-001EC9D5643C,0,1517443200000000000,26.7324
C591F956-8813-E711-96FE-001EC9D5643C,3,1517443200000000000,175.2782
C591F956-8813-E711-96FE-001EC9D5643C,1,1517443200000000000,186.7109
C591F956-8813-E711-96FE-001EC9D5643C,4,1517443200000000000,183.5519
C591F956-8813-E711-96FE-001EC9D5643C,2,1517443200000000000,234.6542
095A20C2-C513-E711-96FE-001EC9D5643C,1,1517443200000000000,486.2463
095A20C2-C513-E711-96FE-001EC9D5643C,2,1517443200000000000,275.6397
095A20C2-C513-E711-96FE-001EC9D5643C,0,1517443200000000000,32.8163
095A20C2-C513-E711-96FE-001EC9D5643C,3,1517443200000000000,213.4541
F47C6AD6-C513-E711-96FE-001EC9D5643C,1,1517443200000000000,543.397
F47C6AD6-C513-E711-96FE-001EC9D5643C,2,1517443200000000000,321.7611
F47C6AD6-C513-E711-96FE-001EC9D5643C,3,1517443200000000000,143.6304
F47C6AD6-C513-E711-96FE-001EC9D5643C,0,1517443200000000000,37.19
72887078-7908-E611-9928-001EC9D5643C,4,1517443200000000000,142.4264
EFE9999C-9576-E711-B07B-001EC9D5643C,2,1517443200000000000,783.7576
EFE9999C-9576-E711-B07B-001EC9D5643C,1,1517443200000000000,444.688
EFE9999C-9576-E711-B07B-001EC9D5643C,3,1517443200000000000,760.881
EFE9999C-9576-E711-B07B-001EC9D5643C,4,1517443200000000000,172.6733
EFE9999C-9576-E711-B07B-001EC9D5643C,0,1517443200000000000,227.3391
5AE274CD-9676-E711-B07B-001EC9D5643C,3,1517443200000000000,100.1406
5AE274CD-9676-E711-B07B-001EC9D5643C,2,1517443200000000000,575.7831
5AE274CD-9676-E711-B07B-001EC9D5643C,1,1517443200000000000,437.4891
5AE274CD-9676-E711-B07B-001EC9D5643C,0,1517443200000000000,107.4941
