iter	RMSE
137	209.7403413
138	209.5673917
139	209.3390387
140	209.1160481
141	208.9604502
142	208.7689344
143	208.4796289
144	208.0339702
145	207.848871
146	207.6479922
147	207.1925546
148	207.0466134
149	206.8905337
150	206.64451
151	206.3658695
152	206.0832947
153	205.8162701
154	205.6206507
155	205.4669344
156	205.3103147
157	205.2438107
158	204.9186994
159	204.759948
160	204.4836666
161	204.3568064
162	204.0554497
163	203.8783175
164	203.6683961
165	203.5450654
166	203.3645003
167	203.2061356
168	203.1268804
169	202.8686631
170	202.6562809
171	202.4787343
172	202.3188201
173	202.122091
174	201.9510769
175	201.8185083
176	201.6206027
177	201.4680606
178	201.1133217
179	201.0084263
180	200.620808
181	200.4475234
182	200.2217868
183	200.0365461
184	199.9390446
185	199.7555466
186	199.5075181
187	199.386941
188	199.2243916
189	198.9752536
190	198.9542682
191	198.7766765
192	198.6599025
193	198.5510706
194	198.4616795
195	198.3269825
196	198.2328223
197	198.2120816
198	198.0087731
199	197.9361678
200	197.8552814
201	197.7374998
202	197.5851254
203	197.3016385
204	197.1974338
205	196.9820195
206	196.898867
207	196.8238623
208	196.6816997
209	196.418639
210	196.2899032
211	196.0891163
212	195.8467928
213	195.7162183
214	195.5787994
215	195.5021199
216	195.3034709
217	195.195661
218	195.0759622
219	195.0168303
220	194.866287
221	194.6178432
222	194.3641498
223	194.2233942
224	193.9002196
225	193.7676864
226	193.6247005
227	193.5129097
228	193.3807757
229	193.1884137
230	193.0505577
231	193.0059415
232	192.8505229
233	192.7428772
234	192.6999982
235	192.6096746
236	192.4257461
237	192.2848814
238	192.2083583
239	192.072776
240	191.9773679
241	191.8932174
242	191.749476
243	191.6512397
244	191.4485559
245	191.3108147
246	191.1262928
247	190.9762281
248	190.8674874
249	190.8170461
250	190.6710134
251	190.5903965
252	190.4822632
253	190.3921929
254	190.1472353
255	190.1234077
256	189.9979591
257	189.9696956
258	189.9214969
259	189.8595158
260	189.7354055
261	189.6269336
262	189.5413459
263	189.3620832
264	189.2427988
265	189.0704876
266	188.8795573
267	188.7535304
268	188.6196417
269	188.4915201
270	188.3860416
271	188.289758
272	188.2083475
273	188.1464385
274	188.0832845
275	188.0079489
276	187.7779026
277	187.7216752
278	187.5799828
279	187.4803418
280	187.3713913
281	187.2666996
282	187.1417799
283	187.011006
284	186.8765481
285	186.7439662
286	186.7098533
287	186.5645011
288	186.472319
289	186.4417028
290	186.3479699
291	186.2309163
292	186.1382761
293	186.0523036
294	185.990028
295	185.9269415
296	185.8030756
297	185.6815487
298	185.6190454
299	185.5702543
300	185.3937507
301	185.3561137
302	185.3261488
303	185.2068281
304	185.0896357
305	184.9720935
306	184.9002714
307	184.8256589
308	184.7825745
309	184.6733779
310	184.497855
311	184.3876976
312	184.3252229
313	184.2131313
314	184.1400205
315	184.0245823
316	183.9900369
317	183.8982637
318	183.7618005
319	183.589135
320	183.5030517
321	183.4167983
322	183.366344
323	183.2546985
324	183.1568305
325	183.0718367
326	183.0117319
327	182.8659795
328	182.7692019
329	182.6493727
330	182.6113871
331	182.4931549
332	182.442685
333	182.2351321
334	182.1349571
335	181.9572248
336	181.7704474
337	181.624718
338	181.5110078
339	181.4009402
340	181.2702806
341	181.2106123
342	181.1527778
343	181.1364959
344	181.0641999
345	181.0099508
346	180.9727943
347	180.9321798
348	180.7933216
349	180.6526058
350	180.6354561
351	180.5737144
352	180.4763178
353	180.2118048
354	180.167225
355	180.1338761
356	180.0032171
357	179.9530765
358	179.897191
359	179.7325979
360	179.6970568
361	179.609511
362	179.5359238
363	179.4135885
364	179.3361306
365	179.1961573
366	179.1226087
367	179.0746775
368	179.0142499
369	178.9303137
370	178.7998309
371	178.7121825
372	178.6013484
373	178.5311373
374	178.4633312
375	178.4117368
376	178.3514909
377	178.3135829
378	178.1899762
379	178.1350083
380	178.1218741
381	178.0969653
382	178.0541207
383	177.969912
384	177.87212
385	177.7631499
386	177.623667
387	177.5999351
388	177.5603742
389	177.477035
390	177.428219
391	177.3309003
392	177.2639327
393	177.1896362
394	177.1546867
395	177.1393715
396	177.0327313
397	176.9754351
398	176.9470646
399	176.9275602
400	176.8864849
401	176.7488152
402	176.6510266
403	176.5502368
404	176.5072608
405	176.4742489
406	176.3982869
407	176.3196405
408	176.2956681
409	176.2799471
410	176.210618
411	176.1023039
412	176.06653
413	176.0521451
414	176.0171966
415	175.8835298
416	175.8553128
417	175.8017773
418	175.6961588
419	175.6892533
420	175.554245
421	175.5406978
422	175.4687557
423	175.4192599
424	175.3873105
425	175.3532881
426	175.3266018
427	175.299243
428	175.1984506
429	175.1016796
430	175.0169133
431	174.9565923
432	174.8844488
433	174.8136663
434	174.708767
435	174.6675638
436	174.6087525
437	174.4736357
438	174.4088261
439	174.3457474
440	174.2637633
441	174.1818344
442	174.0937674
443	174.0426408
444	173.9435876
445	173.7799536
446	173.7108764
447	173.6805475
448	173.5976511
449	173.5037151
450	173.347542
451	173.2867269
452	173.2416773
453	173.1943764
454	173.118243
455	173.0611749
456	172.9445843
457	172.8799869
458	172.7571996
459	172.7085863
460	172.6556903
461	172.5800467
462	172.5161478
463	172.4032988
464	172.3343276
465	172.2766931
466	172.2244956
467	172.1638089
468	172.1104881
469	172.1016053
470	172.0658559
471	172.0194888
472	171.988431
473	171.9766906
474	171.9201186
475	171.9129027
476	171.8162296
477	171.7992229
478	171.7833578
479	171.7589813
480	171.7053771
481	171.6767527
482	171.6101604
483	171.5521567
484	171.4832395
485	171.4194494
486	171.3598464
487	171.3566336
488	171.3222005
489	171.222684
490	171.1223264
491	171.069872
492	171.0352324
493	170.9590307
494	170.9246186
495	170.768239
496	170.653266
497	170.6346783
498	170.6338223
499	170.5946822
500	170.5145615
501	170.4416424
502	170.4035286
503	170.355932
504	170.1979006
505	170.1142805
506	170.0702755
507	170.0667806
508	170.032153
509	169.8930144
510	169.7996725
511	169.7610926
512	169.7075174
513	169.685988
514	169.6224978
515	169.6076545
516	169.523529
517	169.4848039
518	169.4235274
519	169.3889202
520	169.3723163
521	169.2977021
522	169.2625668
523	169.2234219
524	169.198912
525	169.1768123
526	169.1334488
527	169.049261
528	169.0120692
529	168.9574379
530	168.9225961
531	168.8744632
532	168.7814621
533	168.7587113
534	168.6687113
535	168.6393056
536	168.6312067
537	168.5988356
538	168.5528578
539	168.4977012
540	168.3943443
541	168.3927188
542	168.2570987
543	168.1665928
544	168.1009284
545	167.9905981
546	167.9562057
547	167.9314646
548	167.8913974
549	167.8627794
550	167.8300059
551	167.8044946
552	167.6970903
553	167.6430105
554	167.5900073
555	167.5716474
556	167.5566564
557	167.4700451
558	167.4495961
559	167.4028144
560	167.3343624
561	167.300212
562	167.29319
563	167.1998241
564	167.1773981
565	167.1390345
566	167.0731235
567	167.0431784
568	166.9777864
569	166.9367673
570	166.8438268
571	166.7606696
572	166.6529342
573	166.6424111
574	166.6028541
575	166.5467313
576	166.4941654
577	166.4460521
578	166.3719003
579	166.3346869
580	166.3202031
581	166.2999645
582	166.2566001
583	166.2478899
584	166.2166375
585	166.2075384
586	166.1977813
587	166.1186585
588	166.0553874
589	166.0298573
590	165.966185
591	165.9364488
592	165.8636663
593	165.856903
594	165.8377765
595	165.8081663
596	165.7894894
597	165.7007171
598	165.6058463
599	165.5434047
