bulk_id,spalen,date1,month_from_first
040FE4E1-6498-E711-8530-00505688958B,1,1525132800000000000,2
040FE4E1-6498-E711-8530-00505688958B,2,1522540800000000000,1
040FE4E1-6498-E711-8530-00505688958B,2,1525132800000000000,2
040FE4E1-6498-E711-8530-00505688958B,3,1522540800000000000,1
040FE4E1-6498-E711-8530-00505688958B,3,1525132800000000000,2
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1480550400000000000,1
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1483228800000000000,2
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1485907200000000000,3
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1488326400000000000,4
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1491004800000000000,5
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1493596800000000000,6
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1496275200000000000,7
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1498867200000000000,8
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1501545600000000000,9
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1504224000000000000,10
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1506816000000000000,11
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1509494400000000000,12
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1512086400000000000,13
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1514764800000000000,14
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1517443200000000000,15
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1519862400000000000,16
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1522540800000000000,17
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1525132800000000000,18
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1480550400000000000,1
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1483228800000000000,2
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1485907200000000000,3
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1488326400000000000,4
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1491004800000000000,5
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1493596800000000000,6
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1496275200000000000,7
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1498867200000000000,8
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1501545600000000000,9
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1504224000000000000,10
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1506816000000000000,11
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1509494400000000000,12
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1512086400000000000,13
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1514764800000000000,14
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1517443200000000000,15
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1519862400000000000,16
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1522540800000000000,17
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1525132800000000000,18
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1480550400000000000,1
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1483228800000000000,2
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1485907200000000000,3
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1488326400000000000,4
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1491004800000000000,5
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1493596800000000000,6
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1496275200000000000,7
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1498867200000000000,8
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1501545600000000000,9
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1504224000000000000,10
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1506816000000000000,11
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1509494400000000000,12
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1512086400000000000,13
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1514764800000000000,14
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1517443200000000000,15
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1519862400000000000,16
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1522540800000000000,17
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1480550400000000000,1
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1483228800000000000,2
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1485907200000000000,3
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1488326400000000000,4
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1491004800000000000,5
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1493596800000000000,6
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1496275200000000000,7
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1498867200000000000,8
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1501545600000000000,9
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1504224000000000000,10
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1514764800000000000,11
0585C911-A4C2-E611-B887-001EC9D5643C,1,1483228800000000000,1
0585C911-A4C2-E611-B887-001EC9D5643C,1,1485907200000000000,2
0585C911-A4C2-E611-B887-001EC9D5643C,1,1488326400000000000,3
0585C911-A4C2-E611-B887-001EC9D5643C,1,1491004800000000000,4
0585C911-A4C2-E611-B887-001EC9D5643C,1,1493596800000000000,5
0585C911-A4C2-E611-B887-001EC9D5643C,1,1496275200000000000,6
0585C911-A4C2-E611-B887-001EC9D5643C,1,1498867200000000000,7
0585C911-A4C2-E611-B887-001EC9D5643C,1,1501545600000000000,8
0585C911-A4C2-E611-B887-001EC9D5643C,1,1504224000000000000,9
0585C911-A4C2-E611-B887-001EC9D5643C,1,1506816000000000000,10
0585C911-A4C2-E611-B887-001EC9D5643C,1,1509494400000000000,11
0585C911-A4C2-E611-B887-001EC9D5643C,1,1512086400000000000,12
0585C911-A4C2-E611-B887-001EC9D5643C,1,1514764800000000000,13
0585C911-A4C2-E611-B887-001EC9D5643C,2,1483228800000000000,1
0585C911-A4C2-E611-B887-001EC9D5643C,2,1485907200000000000,2
0585C911-A4C2-E611-B887-001EC9D5643C,2,1488326400000000000,3
0585C911-A4C2-E611-B887-001EC9D5643C,2,1491004800000000000,4
0585C911-A4C2-E611-B887-001EC9D5643C,2,1493596800000000000,5
0585C911-A4C2-E611-B887-001EC9D5643C,2,1496275200000000000,6
0585C911-A4C2-E611-B887-001EC9D5643C,2,1498867200000000000,7
0585C911-A4C2-E611-B887-001EC9D5643C,2,1501545600000000000,8
0585C911-A4C2-E611-B887-001EC9D5643C,2,1504224000000000000,9
0585C911-A4C2-E611-B887-001EC9D5643C,2,1506816000000000000,10
0585C911-A4C2-E611-B887-001EC9D5643C,2,1509494400000000000,11
0585C911-A4C2-E611-B887-001EC9D5643C,2,1512086400000000000,12
0585C911-A4C2-E611-B887-001EC9D5643C,2,1514764800000000000,13
0585C911-A4C2-E611-B887-001EC9D5643C,2,1517443200000000000,14
0585C911-A4C2-E611-B887-001EC9D5643C,2,1519862400000000000,15
0585C911-A4C2-E611-B887-001EC9D5643C,2,1522540800000000000,16
0585C911-A4C2-E611-B887-001EC9D5643C,2,1525132800000000000,17
0585C911-A4C2-E611-B887-001EC9D5643C,3,1483228800000000000,1
0585C911-A4C2-E611-B887-001EC9D5643C,3,1485907200000000000,2
0585C911-A4C2-E611-B887-001EC9D5643C,3,1488326400000000000,3
0585C911-A4C2-E611-B887-001EC9D5643C,3,1491004800000000000,4
0585C911-A4C2-E611-B887-001EC9D5643C,3,1493596800000000000,5
0585C911-A4C2-E611-B887-001EC9D5643C,3,1496275200000000000,6
0585C911-A4C2-E611-B887-001EC9D5643C,3,1498867200000000000,7
0585C911-A4C2-E611-B887-001EC9D5643C,3,1501545600000000000,8
0585C911-A4C2-E611-B887-001EC9D5643C,3,1504224000000000000,9
0585C911-A4C2-E611-B887-001EC9D5643C,3,1506816000000000000,10
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1480550400000000000,1
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1483228800000000000,2
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1485907200000000000,3
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1488326400000000000,4
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1491004800000000000,5
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1493596800000000000,6
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1496275200000000000,7
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1498867200000000000,8
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1501545600000000000,9
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1504224000000000000,10
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1506816000000000000,11
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1509494400000000000,12
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1512086400000000000,13
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1514764800000000000,14
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1517443200000000000,15
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1519862400000000000,16
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1522540800000000000,17
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1525132800000000000,18
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1480550400000000000,1
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1483228800000000000,2
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1485907200000000000,3
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1488326400000000000,4
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1491004800000000000,5
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1493596800000000000,6
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1496275200000000000,7
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1498867200000000000,8
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1501545600000000000,9
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1504224000000000000,10
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1506816000000000000,11
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1509494400000000000,12
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1512086400000000000,13
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1514764800000000000,14
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1517443200000000000,15
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1519862400000000000,16
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1522540800000000000,17
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1525132800000000000,18
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1480550400000000000,1
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1483228800000000000,2
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1485907200000000000,3
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1488326400000000000,4
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1491004800000000000,5
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1493596800000000000,6
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1496275200000000000,7
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1498867200000000000,8
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1501545600000000000,9
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1504224000000000000,10
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1506816000000000000,11
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1509494400000000000,12
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1512086400000000000,13
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1514764800000000000,14
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1517443200000000000,15
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1519862400000000000,16
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1522540800000000000,17
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1480550400000000000,1
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1483228800000000000,2
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1485907200000000000,3
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1488326400000000000,4
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1491004800000000000,5
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1493596800000000000,6
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1496275200000000000,7
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1498867200000000000,8
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1501545600000000000,9
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1504224000000000000,10
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1506816000000000000,11
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1509494400000000000,12
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1512086400000000000,13
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1480550400000000000,1
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1483228800000000000,2
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1485907200000000000,3
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1488326400000000000,4
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1491004800000000000,5
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1493596800000000000,6
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1496275200000000000,7
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1498867200000000000,8
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1501545600000000000,9
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1504224000000000000,10
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1506816000000000000,11
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1509494400000000000,12
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1512086400000000000,13
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1514764800000000000,14
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1517443200000000000,15
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1519862400000000000,16
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1522540800000000000,17
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4,1525132800000000000,18
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1480550400000000000,1
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1483228800000000000,2
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1485907200000000000,3
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1488326400000000000,4
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1491004800000000000,5
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1493596800000000000,6
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1496275200000000000,7
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1498867200000000000,8
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1501545600000000000,9
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1504224000000000000,10
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1506816000000000000,11
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1509494400000000000,12
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1512086400000000000,13
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1514764800000000000,14
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1517443200000000000,15
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1519862400000000000,16
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1522540800000000000,17
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,1525132800000000000,18
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1480550400000000000,1
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1483228800000000000,2
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1485907200000000000,3
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1488326400000000000,4
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1491004800000000000,5
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1493596800000000000,6
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1496275200000000000,7
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1498867200000000000,8
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1501545600000000000,9
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1504224000000000000,10
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1506816000000000000,11
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1509494400000000000,12
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1512086400000000000,13
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1514764800000000000,14
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1517443200000000000,15
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1519862400000000000,16
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1522540800000000000,17
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,1525132800000000000,18
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1480550400000000000,1
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1483228800000000000,2
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1485907200000000000,3
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1488326400000000000,4
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1491004800000000000,5
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1493596800000000000,6
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1496275200000000000,7
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1498867200000000000,8
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1501545600000000000,9
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1504224000000000000,10
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1506816000000000000,11
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1509494400000000000,12
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1512086400000000000,13
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1514764800000000000,14
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1517443200000000000,15
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,1519862400000000000,16
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1480550400000000000,1
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,1483228800000000000,2
