bulk_id,spalen,date1,value,price,mean_sq,mean_fl,month,month_cnt,Класс объекта,Количество помещений,Огорожена территория,Площадь земельного участка,Входные группы,Детский сад,Школа,Поликлиника,ФОК,Спортивная площадка,Автомойка,Кладовые,Колясочные,Кондиционирование,Вентлияция,Лифт,Система мусоротведения,Видеонаблюдение,Подземная парковка,Двор без машин,Машиномест,Площадь пром. зоны в радиусе 500 м,Площадь зеленой зоны в радиусе 500 м,До Кремля,До ТТК(км),До Садового(км),До большой дороги на машине(км),До удобной авторазвязки на машине(км),До метро пешком(км),До промки(км),До парка(км),До парка пешком(км),Станций метро от кольца,Площадь двора,Курс,Cтавка по ипотеке,Вклады до 1 года,Вклады от 1 года до 3 лет,Вклады свыше 3 лет,price_m,car_sum_distance
FF3814A9-9F7D-E711-8530-00505688958B,0,1512086400000000000,198.1,167735.616438,22.85,10,12,36,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,58.5738545,9.73,5.31,6.28,5.89,7340.727196411378,2.25
FF3814A9-9F7D-E711-8530-00505688958B,3,1512086400000000000,411.4,132329.52380999998,79.4,8,12,36,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,58.5738545,9.73,5.31,6.28,5.89,1666.618687783375,2.25
FF3814A9-9F7D-E711-8530-00505688958B,1,1514764800000000000,986.4,144998.473282,37.96,9,1,37,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.4981,9.74,5.62,6.64,6.05,3819.770107534246,2.25
FF3814A9-9F7D-E711-8530-00505688958B,2,1514764800000000000,1336.9,136632.733813,57.82,9,1,37,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.4981,9.74,5.62,6.64,6.05,2363.070456814251,2.25
FF3814A9-9F7D-E711-8530-00505688958B,0,1514764800000000000,146.9,167385.483871,22.94,11,1,37,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.4981,9.74,5.62,6.64,6.05,7296.664510505667,2.25
FF3814A9-9F7D-E711-8530-00505688958B,3,1514764800000000000,616.0,132593.0,79.25,8,1,37,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.4981,9.74,5.62,6.64,6.05,1673.0977917981072,2.25
FF3814A9-9F7D-E711-8530-00505688958B,1,1517443200000000000,716.9,144734.016393,37.97,9,2,38,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.8067053,9.78,5.48,6.2,6.16,3811.799220252831,2.25
FF3814A9-9F7D-E711-8530-00505688958B,2,1517443200000000000,1436.8,136729.844961,57.78,9,2,38,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.8067053,9.78,5.48,6.2,6.16,2366.3870709761163,2.25
FF3814A9-9F7D-E711-8530-00505688958B,0,1517443200000000000,186.7,167787.719298,23.21,10,2,38,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.8067053,9.78,5.48,6.2,6.16,7229.113282981473,2.25
FF3814A9-9F7D-E711-8530-00505688958B,3,1517443200000000000,864.6,132855.319149,79.39,9,2,38,эконом,1983,нет,17.0,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.8067053,9.78,5.48,6.2,6.16,1673.4515574883485,2.25
43BF0132-CC0A-E511-8098-001EC9D56418,3,1438387200000000000,992.3,158492.105263,90.16,11,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.4229905,13.43,8.61,8.49,6.82,1757.898239385537,7.760000000000001
43BF0132-CC0A-E511-8098-001EC9D56418,2,1438387200000000000,924.5,176049.333333,57.87,11,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.4229905,13.43,8.61,8.49,6.82,3042.1519497667186,7.760000000000001
43BF0132-CC0A-E511-8098-001EC9D56418,1,1438387200000000000,532.7,187111.47540999998,36.98,12,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.4229905,13.43,8.61,8.49,6.82,5059.801931043808,7.760000000000001
7726CF5A-CC0A-E511-8098-001EC9D56418,1,1438387200000000000,93.4,171666.666667,46.54,13,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.4229905,13.43,8.61,8.49,6.82,3688.5832975290077,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,2,1438387200000000000,599.0,164138.020833,63.31,13,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.4229905,13.43,8.61,8.49,6.82,2592.6081319380824,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,3,1438387200000000000,655.4,151322.916667,93.55,13,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.4229905,13.43,8.61,8.49,6.82,1617.5619098556924,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,0,1438387200000000000,179.0,202708.333333,22.35,13,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.4229905,13.43,8.61,8.49,6.82,9069.724086487695,7.6899999999999995
43BF0132-CC0A-E511-8098-001EC9D56418,3,1441065600000000000,914.6,160021.875,90.12,11,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,66.7828955,12.83,8.6,8.76,7.69,1775.6532956058588,7.760000000000001
43BF0132-CC0A-E511-8098-001EC9D56418,2,1441065600000000000,901.4,179718.181818,58.76,11,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,66.7828955,12.83,8.6,8.76,7.69,3058.512284172907,7.760000000000001
43BF0132-CC0A-E511-8098-001EC9D56418,1,1441065600000000000,174.8,190520.512821,37.73,13,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,66.7828955,12.83,8.6,8.76,7.69,5049.576274078983,7.760000000000001
7726CF5A-CC0A-E511-8098-001EC9D56418,1,1441065600000000000,93.4,171714.285714,46.51,12,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,66.7828955,12.83,8.6,8.76,7.69,3691.9863623736833,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,2,1441065600000000000,345.2,164461.309524,63.85,12,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,66.7828955,12.83,8.6,8.76,7.69,2575.7448633359436,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,3,1441065600000000000,374.8,153825.0,93.53,12,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,66.7828955,12.83,8.6,8.76,7.69,1644.6594675505185,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,0,1441065600000000000,22.4,218357.14285700003,22.34,15,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,66.7828955,12.83,8.6,8.76,7.69,9774.267809176366,7.6899999999999995
43BF0132-CC0A-E511-8098-001EC9D56418,3,1443657600000000000,260.8,160686.538462,89.86,10,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,63.245587,13.12,6.66,8.5,5.79,1788.1876080792345,7.760000000000001
43BF0132-CC0A-E511-8098-001EC9D56418,2,1443657600000000000,484.5,179861.11111099998,63.44,11,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,63.245587,13.12,6.66,8.5,5.79,2835.1373125945775,7.760000000000001
43BF0132-CC0A-E511-8098-001EC9D56418,1,1443657600000000000,230.6,192535.135135,36.91,13,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,63.245587,13.12,6.66,8.5,5.79,5216.340697236522,7.760000000000001
7726CF5A-CC0A-E511-8098-001EC9D56418,1,1443657600000000000,46.2,171676.47058800003,46.5,12,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,63.245587,13.12,6.66,8.5,5.79,3691.9671094193554,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,2,1443657600000000000,782.7,164560.897436,64.34,12,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,63.245587,13.12,6.66,8.5,5.79,2557.676366739198,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,3,1443657600000000000,281.1,153875.0,93.51,11,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,63.245587,13.12,6.66,8.5,5.79,1645.5459309164794,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,0,1443657600000000000,22.4,218642.85714299997,22.34,15,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,63.245587,13.12,6.66,8.5,5.79,9787.057168442256,7.6899999999999995
43BF0132-CC0A-E511-8098-001EC9D56418,3,1446336000000000000,362.0,162368.75,90.1,9,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.0295632,12.86,7.36,8.26,6.55,1802.0948945615983,7.760000000000001
43BF0132-CC0A-E511-8098-001EC9D56418,2,1446336000000000000,253.0,180314.81481500002,64.94,10,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.0295632,12.86,7.36,8.26,6.55,2776.637123729597,7.760000000000001
43BF0132-CC0A-E511-8098-001EC9D56418,1,1446336000000000000,230.0,194783.870968,36.22,14,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.0295632,12.86,7.36,8.26,6.55,5377.798756709,7.760000000000001
7726CF5A-CC0A-E511-8098-001EC9D56418,1,1446336000000000000,0.0,174900.0,46.54,13,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.0295632,12.86,7.36,8.26,6.55,3758.0575848732274,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,2,1446336000000000000,345.7,164218.253968,66.13,12,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.0295632,12.86,7.36,8.26,6.55,2483.2640854075307,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,3,1446336000000000000,186.9,155742.424242,93.49,11,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.0295632,12.86,7.36,8.26,6.55,1665.8725451064286,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,0,1446336000000000000,22.2,218583.333333,22.35,16,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.0295632,12.86,7.36,8.26,6.55,9780.014914228186,7.6899999999999995
43BF0132-CC0A-E511-8098-001EC9D56418,3,1448928000000000000,714.8,162960.869565,89.92,10,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,69.7048478,12.19,8.52,8.73,8.45,1812.2872505004448,7.760000000000001
43BF0132-CC0A-E511-8098-001EC9D56418,2,1448928000000000000,460.5,184020.833333,63.45,10,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,69.7048478,12.19,8.52,8.73,8.45,2900.2495403152084,7.760000000000001
43BF0132-CC0A-E511-8098-001EC9D56418,1,1448928000000000000,195.4,196259.25925899998,36.53,14,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,69.7048478,12.19,8.52,8.73,8.45,5372.550212400766,7.760000000000001
7726CF5A-CC0A-E511-8098-001EC9D56418,1,1448928000000000000,92.4,174882.35294100002,46.53,12,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,69.7048478,12.19,8.52,8.73,8.45,3758.485986266925,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,2,1448928000000000000,0.0,163808.035714,67.41,12,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,69.7048478,12.19,8.52,8.73,8.45,2430.0257486129653,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,3,1448928000000000000,93.7,155566.666667,93.49,10,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,69.7048478,12.19,8.52,8.73,8.45,1663.9925838806291,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,0,1448928000000000000,44.8,218545.454545,22.36,16,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,69.7048478,12.19,8.52,8.73,8.45,9773.94698322898,7.6899999999999995
43BF0132-CC0A-E511-8098-001EC9D56418,3,1451606400000000000,261.3,167000.0,90.04,10,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.934425,12.91,8.3,8.94,8.35,1854.7312305641935,7.760000000000001
43BF0132-CC0A-E511-8098-001EC9D56418,2,1451606400000000000,276.5,186305.555556,65.45,8,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.934425,12.91,8.3,8.94,8.35,2846.532552421696,7.760000000000001
43BF0132-CC0A-E511-8098-001EC9D56418,1,1451606400000000000,184.1,200950.0,35.48,16,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.934425,12.91,8.3,8.94,8.35,5663.754227733935,7.760000000000001
7726CF5A-CC0A-E511-8098-001EC9D56418,1,1451606400000000000,92.9,179062.5,46.58,14,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.934425,12.91,8.3,8.94,8.35,3844.1927866036926,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,2,1451606400000000000,69.2,167797.413793,67.07,12,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.934425,12.91,8.3,8.94,8.35,2501.8251646488748,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,3,1451606400000000000,186.4,159066.666667,93.49,11,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.934425,12.91,8.3,8.94,8.35,1701.4297429350736,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,0,1451606400000000000,22.2,223000.0,22.34,15,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.934425,12.91,8.3,8.94,8.35,9982.094897045657,7.6899999999999995
43BF0132-CC0A-E511-8098-001EC9D56418,3,1454284800000000000,535.4,168685.714286,90.31,10,2,14,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.32849470000001,12.46,7.75,8.65,7.99,1867.8520018381132,7.760000000000001
43BF0132-CC0A-E511-8098-001EC9D56418,2,1454284800000000000,276.7,188884.61538499998,64.02,7,2,14,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.32849470000001,12.46,7.75,8.65,7.99,2950.4001153545764,7.760000000000001
43BF0132-CC0A-E511-8098-001EC9D56418,1,1454284800000000000,81.7,205642.857143,35.09,18,2,14,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.32849470000001,12.46,7.75,8.65,7.99,5860.4404999430035,7.760000000000001
7726CF5A-CC0A-E511-8098-001EC9D56418,1,1454284800000000000,92.9,178900.0,46.57,13,2,14,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.32849470000001,12.46,7.75,8.65,7.99,3841.528881254026,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,2,1454284800000000000,345.6,167808.035714,67.0,12,2,14,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.32849470000001,12.46,7.75,8.65,7.99,2504.597547970149,7.6899999999999995
7726CF5A-CC0A-E511-8098-001EC9D56418,3,1454284800000000000,187.4,159206.896552,93.51,11,2,14,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.32849470000001,12.46,7.75,8.65,7.99,1702.5654641428723,7.6899999999999995
