bulk_id,spalen,square_median,square_min,floor_median,square_sum,num_flats,number_floor_1,number_floor_16,most_otdelka,most_vid,most_plan_size,stroy_time,date_salestart,date_settle
040FE4E1-6498-E711-8530-00505688958B,0.0,19.9,19.9,13.5,477.5999999999998,24.0,0,10,ПИК2-лоукост,--,S,49939200.0,1522616400000000000,1572555600000000000
040FE4E1-6498-E711-8530-00505688958B,1.0,36.3,34.5,13.5,3530.400000000003,96.0,0,40,ПИК2-лоукост,--,S,49939200.0,1522616400000000000,1572555600000000000
040FE4E1-6498-E711-8530-00505688958B,2.0,54.5,53.6,13.5,7008.0,120.0,0,50,ПИК2-лоукост,--,S,49939200.0,1522616400000000000,1572555600000000000
040FE4E1-6498-E711-8530-00505688958B,3.0,73.1,73.1,13.5,1754.3999999999994,24.0,0,10,ПИК2-лоукост,--,M,49939200.0,1522616400000000000,1572555600000000000
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0.0,23.3,21.2,5.0,2146.599999999997,92.0,4,0,Не производится,--,S,108305940.0,1453536060000000000,1561842000000000000
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,35.4,27.6,5.0,3834.0099999999966,113.0,9,0,Не производится,--,M,108305940.0,1453536060000000000,1561842000000000000
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,48.1,32.8,5.0,6248.4999999999945,134.0,6,0,Не производится,--,S,108305940.0,1453536060000000000,1561842000000000000
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,49.0,47.8,5.0,940.3,19.0,3,0,Не производится,--,-1,108305940.0,1453536060000000000,1561842000000000000
0585C911-A4C2-E611-B887-001EC9D5643C,1.0,38.36,37.23,9.0,11638.600000000022,302.0,14,36,Стандартная эконом.,хороший,M,43286400.0,1481835600000000000,1525122000000000000
0585C911-A4C2-E611-B887-001EC9D5643C,2.0,60.91,53.66,9.0,19724.83999999996,326.0,6,40,Стандартная эконом.,хороший,M,43286400.0,1481835600000000000,1525122000000000000
0585C911-A4C2-E611-B887-001EC9D5643C,3.0,80.93,80.93,9.0,2761.7599999999998,34.0,2,4,Стандартная эконом.,хороший,M,43286400.0,1481835600000000000,1525122000000000000
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,0.0,23.3,21.35,5.0,2176.6999999999994,93.0,5,0,Не производится,--,S,108305580.0,1453536420000000000,1561842000000000000
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,31.1,27.5,5.0,2560.0,79.0,7,0,Не производится,--,S,108305580.0,1453536420000000000,1561842000000000000
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,48.2,32.7,5.0,4733.399999999998,102.0,6,0,Не производится,--,S,108305580.0,1453536420000000000,1561842000000000000
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,46.9,45.7,5.0,854.9999999999999,18.0,2,0,Не производится,--,-1,108305580.0,1453536420000000000,1561842000000000000
073ECC9B-BFAD-E611-9FBE-001EC9D5643C,4.0,76.2,75.1,5.5,608.5,8.0,0,0,Не производится,--,S,108305580.0,1453536420000000000,1561842000000000000
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,0.0,23.3,21.35,4.0,1635.3999999999996,70.0,4,0,Не производится,--,S,108305400.0,1453536600000000000,1561842000000000000
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,31.1,27.5,4.0,1973.45,61.0,7,0,Не производится,--,S,108305400.0,1453536600000000000,1561842000000000000
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,48.2,32.7,4.0,3614.4500000000003,78.0,6,0,Не производится,--,S,108305400.0,1453536600000000000,1561842000000000000
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,46.9,45.7,4.0,667.4,14.0,2,0,Не производится,--,-1,108305400.0,1453536600000000000,1561842000000000000
093ECC9B-BFAD-E611-9FBE-001EC9D5643C,4.0,76.2,75.1,4.5,456.1,6.0,0,0,Не производится,--,S,108305400.0,1453536600000000000,1561842000000000000
095A20C2-C513-E711-96FE-001EC9D5643C,0.0,20.2,20.1,10.0,2479.8000000000006,122.0,4,20,Монолит-лоукост,средний,S,65059200.0,1491512400000000000,1556571600000000000
095A20C2-C513-E711-96FE-001EC9D5643C,1.0,41.2,33.9,9.0,8496.100000000008,215.0,9,10,Монолит-лоукост,хороший,M,65059200.0,1491512400000000000,1556571600000000000
095A20C2-C513-E711-96FE-001EC9D5643C,2.0,59.1,52.2,10.0,11857.10000000001,200.0,6,40,Монолит-лоукост,средний,M,65059200.0,1491512400000000000,1556571600000000000
095A20C2-C513-E711-96FE-001EC9D5643C,3.0,86.5,66.9,9.0,8110.600000000002,99.0,5,10,Монолит-лоукост,хороший,L,65059200.0,1491512400000000000,1556571600000000000
0A741758-AC58-E611-9523-001EC9D5643C,0.0,28.5,28.5,10.0,970.0,34.0,0,6,Не производится,средний,L,63763200.0,1475787600000000000,1539550800000000000
0A741758-AC58-E611-9523-001EC9D5643C,1.0,43.25,42.2,10.0,2941.0,68.0,0,12,Не производится,средний,L,63763200.0,1475787600000000000,1539550800000000000
0A741758-AC58-E611-9523-001EC9D5643C,2.0,49.3,42.0,10.0,6667.5999999999885,136.0,0,24,Не производится,средний,S,63763200.0,1475787600000000000,1539550800000000000
0A741758-AC58-E611-9523-001EC9D5643C,3.0,93.75,91.0,10.0,6338.800000000004,68.0,0,12,Не производится,хороший,L,63763200.0,1475787600000000000,1539550800000000000
0B6E2454-371C-E611-9928-001EC9D5643C,0.0,23.0,23.0,5.0,760.6,33.0,1,0,"""""Новая панель"""""""" (без кондиционера)""""",эконом,S,53222400.0,1475787600000000000,1529010000000000000
0B6E2454-371C-E611-9928-001EC9D5643C,1.0,35.0,34.3,7.0,5827.999999999997,146.0,5,15,"""""Новая панель"""""""" (без кондиционера)""""",эконом,S,53222400.0,1475787600000000000,1529010000000000000
0B6E2454-371C-E611-9928-001EC9D5643C,2.0,69.4,46.2,7.0,10291.200000000008,163.0,6,15,"""""Новая панель"""""""" (без кондиционера)""""",хороший,L,53222400.0,1475787600000000000,1529010000000000000
0B6E2454-371C-E611-9928-001EC9D5643C,3.0,87.9,87.4,6.0,5018.599999999996,57.0,0,3,"""""Новая панель"""""""" (без кондиционера)""""",хороший,L,53222400.0,1475787600000000000,1529010000000000000
0BD28148-DFDF-E611-B624-001EC9D56418,1.0,42.42,41.87,10.0,11983.770000000028,281.0,11,60,--,хороший,L,7840672996.854775,1382699040000000000,-9223372036854775808
0BD28148-DFDF-E611-B624-001EC9D56418,2.0,56.43,55.65,10.0,9584.78000000001,165.0,3,36,--,хороший,M,7840672996.854775,1382699040000000000,-9223372036854775808
0BD28148-DFDF-E611-B624-001EC9D56418,3.0,77.26,74.05,10.0,8728.270000000002,113.0,5,24,--,хороший,M,7840672996.854775,1382699040000000000,-9223372036854775808
0C3D6171-4F15-E711-96FE-001EC9D5643C,0.0,23.03,23.03,9.0,1485.2399999999993,64.0,2,6,Стандартная эконом.,средний,S,47433600.0,1496178000000000000,1543611600000000000
0C3D6171-4F15-E711-96FE-001EC9D5643C,1.0,33.72,32.88,9.0,5400.650000000006,160.0,4,16,Стандартная эконом.,средний,S,47433600.0,1496178000000000000,1543611600000000000
0C3D6171-4F15-E711-96FE-001EC9D5643C,2.0,54.67,51.92,9.0,4530.060000000003,83.0,5,8,Стандартная эконом.,хороший,S,47433600.0,1496178000000000000,1543611600000000000
0C3D6171-4F15-E711-96FE-001EC9D5643C,3.0,72.34,66.63,9.0,6849.440000000002,94.0,0,10,Стандартная эконом.,хороший,M,47433600.0,1496178000000000000,1543611600000000000
0D0AD06A-AFEB-E711-B9FF-00505688958B,0.0,27.2,20.4,9.0,788.8,33.0,1,4,ПИК2-лоукост,средний,M,63158400.0,1518555600000000000,1581714000000000000
0D0AD06A-AFEB-E711-B9FF-00505688958B,1.0,39.5,33.8,9.5,1849.599999999999,48.0,0,6,ПИК2-лоукост,средний,M,63158400.0,1518555600000000000,1581714000000000000
0D0AD06A-AFEB-E711-B9FF-00505688958B,2.0,53.0,52.2,9.5,2640.0,48.0,0,6,ПИК2-лоукост,средний,S,63158400.0,1518555600000000000,1581714000000000000
0D0AD06A-AFEB-E711-B9FF-00505688958B,3.0,73.6,73.1,9.0,2785.1,33.0,1,4,ПИК2-лоукост,средний,M,63158400.0,1518555600000000000,1581714000000000000
0DD28148-DFDF-E611-B624-001EC9D56418,1.0,42.68,42.43,9.0,4226.019999999997,99.0,3,12,--,--,L,7832897896.854775,1390474140000000000,-9223372036854775808
0DD28148-DFDF-E611-B624-001EC9D56418,2.0,56.61,56.56,9.0,3781.2599999999993,66.0,2,8,--,--,M,7832897896.854775,1390474140000000000,-9223372036854775808
0DD28148-DFDF-E611-B624-001EC9D56418,3.0,77.18,72.94,9.0,3790.350000000001,50.0,2,6,--,--,M,7832897896.854775,1390474140000000000,-9223372036854775808
0E6FE41B-8808-E611-9928-001EC9D5643C,0.0,20.2,20.1,10.0,2273.2999999999984,107.0,3,20,Монолит-лоукост,средний,S,64886400.0,1481058000000000000,1545944400000000000
0E6FE41B-8808-E611-9928-001EC9D5643C,1.0,37.7,34.0,10.0,7186.300000000008,189.0,5,30,Монолит-лоукост,средний,M,64886400.0,1481058000000000000,1545944400000000000
0E6FE41B-8808-E611-9928-001EC9D5643C,2.0,64.0,52.3,9.0,5956.6,99.0,5,10,Монолит-лоукост,хороший,L,64886400.0,1481058000000000000,1545944400000000000
0E6FE41B-8808-E611-9928-001EC9D5643C,3.0,72.2,57.6,11.0,7531.1999999999925,103.0,3,30,Монолит-лоукост,хороший,S,64886400.0,1481058000000000000,1545944400000000000
0FD28148-DFDF-E611-B624-001EC9D56418,1.0,42.68,42.68,9.5,1365.76,32.0,0,4,--,--,L,7843172896.854775,1380199140000000000,-9223372036854775808
0FD28148-DFDF-E611-B624-001EC9D56418,2.0,57.57,56.1,9.0,3771.72,66.0,2,8,--,--,M,7843172896.854775,1380199140000000000,-9223372036854775808
0FD28148-DFDF-E611-B624-001EC9D56418,3.0,72.94,72.94,9.0,2409.450000000001,33.0,1,4,--,--,M,7843172896.854775,1380199140000000000,-9223372036854775808
11343FA0-ABDF-E511-B620-001EC9D5643C,0.0,22.7,22.7,13.5,544.7999999999998,24.0,0,10,"""""Новая панель"""""""" (с кондиционером)""""",эконом,S,45187200.0,1470171600000000000,1515358800000000000
11343FA0-ABDF-E511-B620-001EC9D5643C,1.0,34.1,33.0,13.5,3555.6999999999975,96.0,0,40,"""""Новая панель"""""""" (с кондиционером)""""",средний,S,45187200.0,1470171600000000000,1515358800000000000
11343FA0-ABDF-E511-B620-001EC9D5643C,2.0,46.4,45.9,13.5,3598.800000000001,72.0,0,30,"""""Новая панель"""""""" (с кондиционером)""""",эконом,S,45187200.0,1470171600000000000,1515358800000000000
11343FA0-ABDF-E511-B620-001EC9D5643C,3.0,81.1,81.1,13.5,1946.3999999999992,24.0,0,10,"""""Новая панель"""""""" (с кондиционером)""""",хороший,M,45187200.0,1470171600000000000,1515358800000000000
11343FA0-ABDF-E511-B620-001EC9D5643C,4.0,80.9,80.9,13.5,1942.500000000001,24.0,0,10,"""""Новая панель"""""""" (с кондиционером)""""",хороший,S,45187200.0,1470171600000000000,1515358800000000000
11D28148-DFDF-E611-B624-001EC9D56418,1.0,39.8,35.1,11.0,5033.200000000012,127.0,7,36,--,хороший,M,7852778476.854775,1370593560000000000,-9223372036854775808
11D28148-DFDF-E611-B624-001EC9D56418,2.0,61.6,58.0,11.5,15086.99999999999,240.0,0,72,--,хороший,L,7852778476.854775,1370593560000000000,-9223372036854775808
11D28148-DFDF-E611-B624-001EC9D56418,3.0,80.9,64.3,11.0,10213.899999999978,127.0,7,36,--,хороший,M,7852778476.854775,1370593560000000000,-9223372036854775808
13D28148-DFDF-E611-B624-001EC9D56418,1.0,38.8,38.5,9.5,4949.200000000006,128.0,0,16,--,--,M,7867975816.854775,1355396220000000000,-9223372036854775808
13D28148-DFDF-E611-B624-001EC9D56418,2.0,56.849999999999994,51.6,9.5,11012.799999999987,192.0,0,24,--,--,S,7867975816.854775,1355396220000000000,-9223372036854775808
13D28148-DFDF-E611-B624-001EC9D56418,3.0,77.6,75.2,9.5,10039.800000000021,128.0,0,16,--,--,M,7867975816.854775,1355396220000000000,-9223372036854775808
15D28148-DFDF-E611-B624-001EC9D56418,1.0,39.8,31.1,10.0,7155.30000000001,183.0,11,34,--,хороший,M,7851813856.854775,1371558180000000000,-9223372036854775808
15D28148-DFDF-E611-B624-001EC9D56418,2.0,60.5,51.7,10.0,17334.100000000013,281.0,1,60,--,хороший,L,7851813856.854775,1371558180000000000,-9223372036854775808
15D28148-DFDF-E611-B624-001EC9D56418,3.0,80.9,63.8,10.0,14696.399999999981,183.0,11,34,--,хороший,M,7851813856.854775,1371558180000000000,-9223372036854775808
166579E6-9E26-E711-96FE-001EC9D5643C,1.0,46.96,34.77,5.0,867.9900000000002,20.0,0,0,ПИК1-лоукост,хороший,L,48038400.0,1495486800000000000,1543525200000000000
166579E6-9E26-E711-96FE-001EC9D5643C,2.0,64.01,46.06,6.0,6233.539999999997,103.0,4,0,ПИК1-лоукост,средний,L,48038400.0,1495486800000000000,1543525200000000000
166579E6-9E26-E711-96FE-001EC9D5643C,3.0,87.68,86.63,6.0,4257.58,48.0,2,0,ПИК1-лоукост,хороший,L,48038400.0,1495486800000000000,1543525200000000000
169DCA70-FBBE-E711-BC64-00505688958B,0.0,18.9,18.9,9.0,1957.4999999999975,90.0,0,6,ПИК2-лоукост,--,S,56937600.0,1519592400000000000,1576530000000000000
169DCA70-FBBE-E711-BC64-00505688958B,1.0,40.0,38.2,9.0,5164.200000000006,129.0,0,9,ПИК2-лоукост,--,M,56937600.0,1519592400000000000,1576530000000000000
169DCA70-FBBE-E711-BC64-00505688958B,2.0,59.1,43.3,9.0,8430.299999999996,141.0,0,9,ПИК2-лоукост,--,M,56937600.0,1519592400000000000,1576530000000000000
169DCA70-FBBE-E711-BC64-00505688958B,3.0,85.8,67.7,9.0,6235.499999999997,75.0,0,5,ПИК2-лоукост,--,L,56937600.0,1519592400000000000,1576530000000000000
169DCA70-FBBE-E711-BC64-00505688958B,4.0,108.4,108.4,9.0,1626.0000000000005,15.0,0,1,ПИК2-лоукост,--,M,56937600.0,1519592400000000000,1576530000000000000
1799BBAF-D816-E811-893D-00505688958B,0.0,20.0,19.8,10.0,1998.7999999999984,93.0,3,20,ПИК2-лоукост,средний,S,77241600.0,1521579600000000000,1598821200000000000
1799BBAF-D816-E811-893D-00505688958B,1.0,39.5,33.8,9.0,8529.800000000008,220.0,8,30,ПИК2-лоукост,средний,S,77241600.0,1521579600000000000,1598821200000000000
1799BBAF-D816-E811-893D-00505688958B,2.0,56.4,51.1,10.0,14883.09999999998,263.0,7,60,ПИК2-лоукост,хороший,S,77241600.0,1521579600000000000,1598821200000000000
1799BBAF-D816-E811-893D-00505688958B,3.0,81.4,76.0,9.0,6942.500000000006,84.0,4,10,ПИК2-лоукост,хороший,M,77241600.0,1521579600000000000,1598821200000000000
1799BBAF-D816-E811-893D-00505688958B,4.0,93.4,91.9,8.0,1398.1000000000004,15.0,1,0,ПИК2-лоукост,средний,M,77241600.0,1521579600000000000,1598821200000000000
17D28148-DFDF-E611-B624-001EC9D56418,1.0,42.98,42.05,10.0,8053.669999999982,187.0,7,40,--,--,L,7858998556.854775,1364373480000000000,-9223372036854775808
17D28148-DFDF-E611-B624-001EC9D56418,2.0,60.8,57.49,10.0,4553.529999999999,75.0,3,16,--,--,M,7858998556.854775,1364373480000000000,-9223372036854775808
17D28148-DFDF-E611-B624-001EC9D56418,3.0,77.3,73.88,10.0,5638.680000000006,73.0,1,16,--,--,M,7858998556.854775,1364373480000000000,-9223372036854775808
18E6A7C3-5F62-E711-97EC-001EC9D56418,0.0,21.5,21.5,12.5,1892.0,88.0,0,32,Монолит-лоукост,--,S,66268800.0,1502226000000000000,1568494800000000000
18E6A7C3-5F62-E711-97EC-001EC9D56418,1.0,44.4,44.4,12.5,1953.6000000000015,44.0,0,16,Монолит-лоукост,--,L,66268800.0,1502226000000000000,1568494800000000000
18E6A7C3-5F62-E711-97EC-001EC9D56418,2.0,57.8,55.2,12.5,3757.6000000000017,66.0,0,24,Монолит-лоукост,--,M,66268800.0,1502226000000000000,1568494800000000000
18E6A7C3-5F62-E711-97EC-001EC9D56418,3.0,92.3,92.3,12.5,2030.5999999999992,22.0,0,8,Монолит-лоукост,--,L,66268800.0,1502226000000000000,1568494800000000000
19D28148-DFDF-E611-B624-001EC9D56418,1.0,42.08,31.0,10.0,10106.240000000007,246.0,12,52,--,--,L,7867975816.854775,1355396220000000000,-9223372036854775808
19D28148-DFDF-E611-B624-001EC9D56418,2.0,60.12,55.45,10.0,6466.289999999989,109.0,1,24,--,--,M,7867975816.854775,1355396220000000000,-9223372036854775808
19D28148-DFDF-E611-B624-001EC9D56418,3.0,76.26,71.65,10.0,9728.220000000008,129.0,3,28,--,--,M,7867975816.854775,1355396220000000000,-9223372036854775808
1AD477FA-537D-E511-B4A4-001EC9D5643C,0.0,29.3,29.3,13.5,1406.3999999999987,48.0,0,20,Не производится,хороший,L,65836800.0,1446152400000000000,1511989200000000000
1AD477FA-537D-E511-B4A4-001EC9D5643C,1.0,47.099999999999994,45.5,13.5,4490.400000000003,96.0,0,40,Не производится,средний,L,65836800.0,1446152400000000000,1511989200000000000
1AD477FA-537D-E511-B4A4-001EC9D5643C,2.0,70.4,70.3,13.5,5071.499999999998,72.0,0,30,Не производится,хороший,L,65836800.0,1446152400000000000,1511989200000000000
1AD477FA-537D-E511-B4A4-001EC9D5643C,3.0,91.4,91.3,13.5,2192.900000000001,24.0,0,10,Не производится,эконом,L,65836800.0,1446152400000000000,1511989200000000000
1AD77F71-D449-E711-97EC-001EC9D56418,0.0,25.6,23.8,8.0,767.9999999999998,30.0,2,0,ПИК2-лоукост,средний,M,49334400.0,1504645200000000000,1553979600000000000
1AD77F71-D449-E711-97EC-001EC9D56418,1.0,38.2,36.3,8.0,7736.099999999986,200.0,8,0,ПИК2-лоукост,хороший,M,49334400.0,1504645200000000000,1553979600000000000
1AD77F71-D449-E711-97EC-001EC9D56418,2.0,57.4,36.4,8.0,8298.099999999991,141.0,11,0,ПИК2-лоукост,хороший,M,49334400.0,1504645200000000000,1553979600000000000
1AD77F71-D449-E711-97EC-001EC9D56418,3.0,86.0,67.7,8.0,6347.099999999997,76.0,6,0,ПИК2-лоукост,хороший,L,49334400.0,1504645200000000000,1553979600000000000
1AD77F71-D449-E711-97EC-001EC9D56418,4.0,111.0,111.0,8.5,1554.0,14.0,0,0,ПИК2-лоукост,хороший,L,49334400.0,1504645200000000000,1553979600000000000
1BD28148-DFDF-E611-B624-001EC9D56418,1.0,42.98,42.05,10.0,3955.149999999999,92.0,2,20,--,--,L,7860199456.854775,1363172580000000000,-9223372036854775808
1BD28148-DFDF-E611-B624-001EC9D56418,2.0,60.62,57.49,10.0,2305.169999999999,38.0,2,8,--,--,M,7860199456.854775,1363172580000000000,-9223372036854775808
1BD28148-DFDF-E611-B624-001EC9D56418,3.0,77.3,76.15,10.5,2782.4000000000005,36.0,0,8,--,--,M,7860199456.854775,1363172580000000000,-9223372036854775808
1BFC3C98-9EFA-E711-B9FF-00505688958B,0.0,23.7,23.7,8.0,639.9000000000001,27.0,0,2,ПИК2-лоукост,хороший,S,65318400.0,1520370000000000000,1585688400000000000
1BFC3C98-9EFA-E711-B9FF-00505688958B,1.0,36.5,34.5,8.0,4131.899999999997,109.0,0,4,ПИК2-лоукост,хороший,S,65318400.0,1520370000000000000,1585688400000000000
1BFC3C98-9EFA-E711-B9FF-00505688958B,2.0,58.1,52.5,9.0,6812.599999999995,118.0,0,12,ПИК2-лоукост,хороший,M,65318400.0,1520370000000000000,1585688400000000000
1BFC3C98-9EFA-E711-B9FF-00505688958B,3.0,75.6,67.3,7.0,5541.200000000001,71.0,0,2,ПИК2-лоукост,хороший,L,65318400.0,1520370000000000000,1585688400000000000
1BFC3C98-9EFA-E711-B9FF-00505688958B,4.0,105.8,105.8,7.0,1163.7999999999997,11.0,0,0,ПИК2-лоукост,хороший,M,65318400.0,1520370000000000000,1585688400000000000
1C2D7502-5CAF-E711-8547-00505688958B,0.0,20.6,20.6,12.5,454.6000000000002,22.0,0,8,Стандарт монолит,хороший,S,82166400.0,1508792400000000000,1590958800000000000
1C2D7502-5CAF-E711-8547-00505688958B,1.0,38.0,36.5,12.0,4564.500000000005,116.0,6,40,Стандарт монолит,хороший,M,82166400.0,1508792400000000000,1590958800000000000
1C2D7502-5CAF-E711-8547-00505688958B,2.0,63.6,53.9,12.0,11688.500000000005,182.0,6,64,Стандарт монолит,хороший,L,82166400.0,1508792400000000000,1590958800000000000
1C80D44F-4F03-E711-96FE-001EC9D5643C,0.0,20.9,20.9,17.5,669.7999999999996,32.0,0,18,Монолит-лоукост,средний,S,66355200.0,1490216400000000000,1556571600000000000
1C80D44F-4F03-E711-96FE-001EC9D5643C,1.0,39.35,38.1,17.5,5086.799999999996,128.0,0,72,Монолит-лоукост,средний,M,66355200.0,1490216400000000000,1556571600000000000
1C80D44F-4F03-E711-96FE-001EC9D5643C,2.0,57.5,38.2,17.0,8959.699999999997,163.0,3,90,Монолит-лоукост,средний,M,66355200.0,1490216400000000000,1556571600000000000
1C80D44F-4F03-E711-96FE-001EC9D5643C,3.0,82.7,82.5,16.5,2855.9000000000005,34.0,2,18,Монолит-лоукост,средний,L,66355200.0,1490216400000000000,1556571600000000000
1C80D44F-4F03-E711-96FE-001EC9D5643C,4.0,99.4,99.0,17.0,3317.9000000000015,33.0,1,18,Монолит-лоукост,хороший,M,66355200.0,1490216400000000000,1556571600000000000
206A2D68-CDC5-E611-B624-001EC9D56418,0.0,22.3,22.3,8.5,312.2000000000001,14.0,0,0,ПИК1-лоукост,хороший,S,58147200.0,1482872400000000000,1541019600000000000
206A2D68-CDC5-E611-B624-001EC9D56418,1.0,34.2,34.2,8.5,1608.6000000000004,42.0,0,0,ПИК1-лоукост,хороший,S,58147200.0,1482872400000000000,1541019600000000000
206A2D68-CDC5-E611-B624-001EC9D56418,2.0,63.2,45.5,10.0,16268.600000000055,278.0,0,40,ПИК1-лоукост,средний,L,58147200.0,1482872400000000000,1541019600000000000
206A2D68-CDC5-E611-B624-001EC9D56418,3.0,92.9,86.4,10.0,4743.999999999996,52.0,0,10,ПИК1-лоукост,хороший,L,58147200.0,1482872400000000000,1541019600000000000
213ECC9B-BFAD-E611-9FBE-001EC9D5643C,0.0,24.74,19.95,13.0,7521.9899999999825,312.0,3,120,Не производится,эконом,S,92834400.0,1453369200000000000,1546203600000000000
213ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,37.68,36.04,12.0,29155.26000000011,778.0,21,272,Не производится,средний,M,92834400.0,1453369200000000000,1546203600000000000
213ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,67.17,45.75,13.0,39038.73999999994,631.0,6,232,Не производится,хороший,L,92834400.0,1453369200000000000,1546203600000000000
213ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,88.72,76.76,13.0,17685.709999999992,203.0,7,74,Не производится,хороший,L,92834400.0,1453369200000000000,1546203600000000000
253ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,38.83,29.57,7.0,14680.899999999934,381.0,22,26,Не производится,--,M,101224860.0,1405493940000000000,1506718800000000000
253ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,56.82,45.0,6.0,13947.399999999989,239.0,16,12,Не производится,--,L,101224860.0,1405493940000000000,1506718800000000000
253ECC9B-BFAD-E611-9FBE-001EC9D5643C,3.0,77.63,75.35,8.0,3318.200000000002,42.0,2,4,Не производится,--,M,101224860.0,1405493940000000000,1506718800000000000
26220EC6-16F9-E611-84D2-001EC9D56418,0.0,21.0,20.8,17.5,671.2000000000003,32.0,0,18,Монолит-лоукост,средний,S,66528000.0,1497906000000000000,1564434000000000000
26220EC6-16F9-E611-84D2-001EC9D56418,1.0,40.4,40.0,17.5,5228.299999999991,128.0,0,72,Монолит-лоукост,хороший,M,66528000.0,1497906000000000000,1564434000000000000
26220EC6-16F9-E611-84D2-001EC9D56418,2.0,60.3,55.4,17.5,9671.100000000006,160.0,0,90,Монолит-лоукост,хороший,M,66528000.0,1497906000000000000,1564434000000000000
26220EC6-16F9-E611-84D2-001EC9D56418,3.0,81.15,79.1,17.5,5193.000000000005,64.0,0,36,Монолит-лоукост,эконом,M,66528000.0,1497906000000000000,1564434000000000000
276018F1-C2AD-E611-9FBE-001EC9D5643C,0.0,24.12,22.91,13.0,7058.829999999973,294.0,6,120,Не производится,хороший,S,82802340.0,1426681260000000000,1509483600000000000
276018F1-C2AD-E611-9FBE-001EC9D5643C,1.0,33.66,31.35,13.0,6554.929999999982,196.0,4,80,Не производится,хороший,S,82802340.0,1426681260000000000,1509483600000000000
276018F1-C2AD-E611-9FBE-001EC9D5643C,2.0,46.44,45.53,13.0,4629.010000000002,100.0,4,40,Не производится,хороший,S,82802340.0,1426681260000000000,1509483600000000000
276018F1-C2AD-E611-9FBE-001EC9D5643C,3.0,62.05,59.45,13.0,5977.730000000006,97.0,1,40,Не производится,хороший,S,82802340.0,1426681260000000000,1509483600000000000
293ECC9B-BFAD-E611-9FBE-001EC9D5643C,0.0,27.64,26.06,6.0,5308.340000000013,195.0,11,6,Не производится,--,M,94558800.0,1435747200000000000,1530306000000000000
293ECC9B-BFAD-E611-9FBE-001EC9D5643C,1.0,34.92,30.91,7.0,9648.530000000008,270.0,15,22,Не производится,--,S,94558800.0,1435747200000000000,1530306000000000000
293ECC9B-BFAD-E611-9FBE-001EC9D5643C,2.0,58.44,50.95,7.0,14238.310000000007,242.0,11,14,Не производится,--,M,94558800.0,1435747200000000000,1530306000000000000
