bulk_id,spalen,date1,price,mean_sq,mean_fl,plan_s,plan_m,plan_l,square_-1,square_L,square_M,square_S,plan_s_sold,plan_m_sold,plan_l_sold,start_square,value,my_value,value_error
01778D74-9326-E711-96FE-001EC9D5643C,1,2017-08-01,119646.341463,46.82,14,0,0,41,,46.8,,,0.0,0.0,-3.0,1919.7,140.6,140.39999999999998,0.20000000000001705
01778D74-9326-E711-96FE-001EC9D5643C,1,2017-09-01,122265.789474,46.82,14,0,0,38,,46.8,,,0.0,0.0,-3.0,1779.1,94.1,140.39999999999998,-46.29999999999998
01778D74-9326-E711-96FE-001EC9D5643C,1,2017-10-01,122231.428571,46.81,14,0,0,35,,46.8,,,0.0,0.0,-3.0,1638.2,0.0,140.39999999999998,-140.39999999999998
01778D74-9326-E711-96FE-001EC9D5643C,1,2017-11-01,122272.222222,46.81,15,0,0,36,,46.8,,,0.0,0.0,1.0,1685.0,141.4,-46.8,188.2
01778D74-9326-E711-96FE-001EC9D5643C,1,2017-12-01,122378.787879,46.78,15,0,0,33,,46.8,,,0.0,0.0,-3.0,1543.6,233.9,140.39999999999998,93.50000000000003
01778D74-9326-E711-96FE-001EC9D5643C,1,2018-01-01,123035.714286,46.78,16,0,0,28,,46.8,,,0.0,0.0,-5.0,1309.7,93.3,234.0,-140.7
01778D74-9326-E711-96FE-001EC9D5643C,2,2016-10-01,59300.0,70.2,12,0,0,1,,69.4,,46.3,,,,70.2,70.2,-0.0,
01778D74-9326-E711-96FE-001EC9D5643C,2,2017-06-01,122806.25,53.93,13,43,0,21,,69.4,,46.3,43.0,0.0,20.0,3451.3,695.6,-3378.8999999999996,4074.4999999999995
01778D74-9326-E711-96FE-001EC9D5643C,2,2017-07-01,123155.769231,54.34,14,34,0,18,,69.4,,46.3,-9.0,0.0,-3.0,2825.9,764.2,624.9,139.30000000000007
01778D74-9326-E711-96FE-001EC9D5643C,2,2017-08-01,124757.894737,54.26,17,25,0,13,,69.4,,46.3,-9.0,0.0,-5.0,2062.0,371.9,763.7,-391.80000000000007
01778D74-9326-E711-96FE-001EC9D5643C,2,2017-09-01,127740.625,55.01,17,20,0,12,,69.4,,46.3,-5.0,0.0,-1.0,1760.3,441.0,300.9,140.10000000000002
01778D74-9326-E711-96FE-001EC9D5643C,2,2017-10-01,127284.0,55.6,17,15,0,10,,69.4,,46.3,-5.0,0.0,-2.0,1390.0,788.0,370.3,417.7
01778D74-9326-E711-96FE-001EC9D5643C,2,2017-11-01,126715.384615,53.52,16,9,0,4,,69.4,,46.3,-6.0,0.0,-6.0,695.8,464.6,694.2,-229.60000000000002
01778D74-9326-E711-96FE-001EC9D5643C,2,2017-12-01,136925.0,46.22,16,4,0,0,,69.4,,46.3,-5.0,0.0,-4.0,184.9,46.3,509.1,-462.8
01778D74-9326-E711-96FE-001EC9D5643C,2,2018-01-01,138175.0,46.22,18,4,0,0,,69.4,,46.3,0.0,0.0,0.0,184.9,46.3,-0.0,
01778D74-9326-E711-96FE-001EC9D5643C,3,2017-06-01,105987.323944,93.85,13,0,0,71,,93.6,,,,,,6663.3,282.2,-0.0,
01778D74-9326-E711-96FE-001EC9D5643C,3,2017-07-01,106176.470588,93.84,13,0,0,68,,93.6,,,0.0,0.0,-3.0,6381.1,470.2,280.79999999999995,189.40000000000003
01778D74-9326-E711-96FE-001EC9D5643C,3,2017-08-01,106653.968254,93.82,13,0,0,63,,93.6,,,0.0,0.0,-5.0,5910.9,374.7,468.0,-93.30000000000001
01778D74-9326-E711-96FE-001EC9D5643C,3,2017-09-01,107420.338983,93.83,13,0,0,59,,93.6,,,0.0,0.0,-4.0,5536.2,658.8,374.4,284.4
01778D74-9326-E711-96FE-001EC9D5643C,3,2017-10-01,107754.901961,93.8,13,0,0,51,,93.6,,,0.0,0.0,-8.0,4783.8,843.1,748.8,94.30000000000007
01778D74-9326-E711-96FE-001EC9D5643C,3,2017-11-01,107725.641026,93.82,14,0,0,39,,93.6,,,0.0,0.0,-12.0,3658.8,281.6,1123.1999999999998,-841.5999999999998
01778D74-9326-E711-96FE-001EC9D5643C,3,2017-12-01,108092.105263,93.82,14,0,0,38,,93.6,,,0.0,0.0,-1.0,3565.2,564.9,93.6,471.29999999999995
01778D74-9326-E711-96FE-001EC9D5643C,3,2018-01-01,108266.666667,93.75,14,0,0,33,,93.6,,,0.0,0.0,-5.0,3093.9,1031.3,468.0,563.3
01FE2A0C-2215-E711-96FE-001EC9D5643C,1,2017-05-01,85719.047619,43.91,9,0,0,63,,43.6,,,,,,2766.1,44.35,-0.0,
01FE2A0C-2215-E711-96FE-001EC9D5643C,1,2017-06-01,78703.2258065,43.9,9,0,0,62,,43.6,,,0.0,0.0,-1.0,2721.75,0.0,43.6,-43.6
01FE2A0C-2215-E711-96FE-001EC9D5643C,1,2017-07-01,78703.2258065,43.9,9,0,0,62,,43.6,,,0.0,0.0,0.0,2721.75,0.0,-0.0,
01FE2A0C-2215-E711-96FE-001EC9D5643C,1,2017-08-01,78703.2258065,43.9,9,0,0,62,,43.6,,,0.0,0.0,0.0,2721.75,44.35,-0.0,
01FE2A0C-2215-E711-96FE-001EC9D5643C,1,2017-09-01,78672.1311475,43.89,9,0,0,61,,43.6,,,0.0,0.0,-1.0,2677.4,88.5,43.6,44.9
01FE2A0C-2215-E711-96FE-001EC9D5643C,1,2017-10-01,78637.2881356,43.88,9,0,0,59,,43.6,,,0.0,0.0,-2.0,2588.9,44.35,87.2,-42.85
01FE2A0C-2215-E711-96FE-001EC9D5643C,1,2017-11-01,79646.5517241,43.87,9,0,0,58,,43.6,,,0.0,0.0,-1.0,2544.55,43.5,43.6,-0.10000000000000142
01FE2A0C-2215-E711-96FE-001EC9D5643C,1,2017-12-01,79622.2222222,43.88,9,0,0,54,,43.6,,,0.0,0.0,-4.0,2369.7,177.3,174.4,2.9000000000000057
01FE2A0C-2215-E711-96FE-001EC9D5643C,1,2018-01-01,79598.0,43.85,9,0,0,50,,43.6,,,0.0,0.0,-4.0,2192.4,87.75,174.4,-86.65
01FE2A0C-2215-E711-96FE-001EC9D5643C,2,2017-05-01,81225.0,57.42,9,32,0,16,,65.1,,53.45,,,,2756.3,0.0,-0.0,
01FE2A0C-2215-E711-96FE-001EC9D5643C,2,2017-06-01,74225.0,57.42,9,32,0,16,,65.1,,53.45,0.0,0.0,0.0,2756.3,0.0,-0.0,
01FE2A0C-2215-E711-96FE-001EC9D5643C,2,2017-07-01,74225.0,57.42,9,32,0,16,,65.1,,53.45,0.0,0.0,0.0,2756.3,53.95,-0.0,
01FE2A0C-2215-E711-96FE-001EC9D5643C,2,2017-08-01,74208.5106383,57.5,9,31,0,16,,65.1,,53.45,-1.0,0.0,0.0,2702.35,53.2,53.45,-0.25
01FE2A0C-2215-E711-96FE-001EC9D5643C,2,2017-09-01,74195.6521739,57.59,9,30,0,16,,65.1,,53.45,-1.0,0.0,0.0,2649.15,0.0,53.45,-53.45
01FE2A0C-2215-E711-96FE-001EC9D5643C,2,2017-10-01,74195.6521739,57.59,9,30,0,16,,65.1,,53.45,0.0,0.0,0.0,2649.15,0.0,-0.0,
01FE2A0C-2215-E711-96FE-001EC9D5643C,2,2017-11-01,74195.6521739,57.59,9,30,0,16,,65.1,,53.45,0.0,0.0,0.0,2649.15,0.0,-0.0,
01FE2A0C-2215-E711-96FE-001EC9D5643C,2,2017-12-01,74147.7272727,57.79,9,28,0,16,,65.1,,53.45,-2.0,0.0,0.0,2542.75,0.0,106.9,-106.9
01FE2A0C-2215-E711-96FE-001EC9D5643C,2,2018-01-01,74147.7272727,57.79,9,28,0,16,,65.1,,53.45,0.0,0.0,0.0,2542.75,107.9,-0.0,
01FE2A0C-2215-E711-96FE-001EC9D5643C,3,2017-05-01,77131.25,86.19,9,0,7,25,,89.8,81.7,,,,,2758.2,90.55,-0.0,
01FE2A0C-2215-E711-96FE-001EC9D5643C,3,2017-06-01,70135.483871,86.05,9,0,7,24,,89.8,81.7,,0.0,0.0,-1.0,2667.65,90.55,89.8,0.75
01FE2A0C-2215-E711-96FE-001EC9D5643C,3,2017-07-01,70160.0,85.9,9,0,7,23,,89.8,81.7,,0.0,0.0,-1.0,2577.1,0.0,89.8,-89.8
01FE2A0C-2215-E711-96FE-001EC9D5643C,3,2017-08-01,70160.0,85.9,9,0,7,23,,89.8,81.7,,0.0,0.0,0.0,2577.1,0.0,-0.0,
01FE2A0C-2215-E711-96FE-001EC9D5643C,3,2017-09-01,70210.3448276,85.77,9,0,7,22,,89.8,81.7,,0.0,0.0,-1.0,2487.3,0.0,89.8,-89.8
01FE2A0C-2215-E711-96FE-001EC9D5643C,3,2017-10-01,70210.3448276,85.77,9,0,7,22,,89.8,81.7,,0.0,0.0,0.0,2487.3,0.0,-0.0,
01FE2A0C-2215-E711-96FE-001EC9D5643C,3,2017-11-01,70210.3448276,85.77,9,0,7,22,,89.8,81.7,,0.0,0.0,0.0,2487.3,0.0,-0.0,
01FE2A0C-2215-E711-96FE-001EC9D5643C,3,2017-12-01,70235.7142857,85.62,9,0,7,21,,89.8,81.7,,0.0,0.0,-1.0,2397.5,0.0,89.8,-89.8
01FE2A0C-2215-E711-96FE-001EC9D5643C,3,2018-01-01,70235.7142857,85.62,9,0,7,21,,89.8,81.7,,0.0,0.0,0.0,2397.5,181.1,-0.0,
030E1C6F-6CAF-E711-8547-00505688958B,1,2017-11-01,175524.528302,40.82,7,0,31,22,,43.6,38.5,,,,,2163.7,0.0,-0.0,
030E1C6F-6CAF-E711-8547-00505688958B,1,2017-12-01,170277.777778,40.77,7,0,32,22,,43.6,38.5,,0.0,1.0,0.0,2201.6,0.0,-38.5,38.5
030E1C6F-6CAF-E711-8547-00505688958B,1,2018-01-01,170277.777778,40.77,7,0,32,22,,43.6,38.5,,0.0,0.0,0.0,2201.6,0.0,-0.0,
030E1C6F-6CAF-E711-8547-00505688958B,2,2017-11-01,159709.375,68.11,6,0,0,32,,66.7,,,,,,2179.4,0.0,-0.0,
030E1C6F-6CAF-E711-8547-00505688958B,2,2017-12-01,154965.625,68.11,6,0,0,32,,66.7,,,0.0,0.0,0.0,2179.4,0.0,-0.0,
030E1C6F-6CAF-E711-8547-00505688958B,2,2018-01-01,155000.0,68.01,6,0,0,31,,66.7,,,0.0,0.0,-1.0,2108.2,0.0,66.7,-66.7
030E1C6F-6CAF-E711-8547-00505688958B,3,2017-11-01,159666.666667,86.03,7,0,11,22,,92.95,72.2,,,,,2839.1,72.2,-0.0,
030E1C6F-6CAF-E711-8547-00505688958B,3,2017-12-01,154437.5,86.47,6,0,10,22,,92.95,72.2,,0.0,-1.0,0.0,2766.9,93.0,72.2,20.799999999999997
030E1C6F-6CAF-E711-8547-00505688958B,3,2018-01-01,154522.580645,86.25,6,0,10,21,,92.95,72.2,,0.0,0.0,-1.0,2673.9,0.0,92.95,-92.95
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,2016-12-01,84691.4062353,23.36,5,85,0,0,,,,23.3,,,,1985.8,46.6,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,2017-01-01,84802.0425301,23.36,5,83,0,0,,,,23.3,-2.0,0.0,0.0,1939.2,0.0,46.6,-46.6
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,2017-02-01,84802.0425301,23.36,5,83,0,0,,,,23.3,0.0,0.0,0.0,1939.2,141.1,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,2017-03-01,85378.8250649,23.35,5,77,0,0,,,,23.3,-6.0,0.0,0.0,1798.1,47.5,139.8,-92.30000000000001
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,2017-04-01,85440.9270667,23.34,5,75,0,0,,,,23.3,-2.0,0.0,0.0,1750.6,47.9,46.6,1.2999999999999972
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,2017-05-01,85458.72577460001,23.33,5,71,0,0,,,,23.3,-4.0,0.0,0.0,1656.5,93.7,93.2,0.5
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,2017-06-01,85678.9636765,23.3,5,68,0,0,,,,23.3,-3.0,0.0,0.0,1584.4,23.3,69.9,-46.60000000000001
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,2017-07-01,80876.119403,23.3,5,67,0,0,,,,23.3,-1.0,0.0,0.0,1561.1,134.4,23.3,111.10000000000001
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,2017-08-01,81075.4098361,23.39,5,61,0,0,,,,23.3,-6.0,0.0,0.0,1426.7,138.2,139.8,-1.6000000000000227
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,2017-09-01,81241.8181818,23.46,5,55,0,0,,,,23.3,-6.0,0.0,0.0,1290.5,67.8,139.8,-72.00000000000001
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,2017-10-01,81294.23076919999,23.51,5,52,0,0,,,,23.3,-3.0,0.0,0.0,1222.7,97.1,69.9,27.19999999999999
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,2017-11-01,81489.79591839999,23.43,5,49,0,0,,,,23.3,-3.0,0.0,0.0,1148.2,96.4,69.9,26.5
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,2017-12-01,81682.2222222,23.37,5,45,0,0,,,,23.3,-4.0,0.0,0.0,1051.8,265.4,93.2,172.2
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,0,2018-01-01,82133.3333333,23.18,5,33,0,0,,,,23.3,-12.0,0.0,0.0,764.8,232.8,279.6,-46.80000000000001
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,2016-12-01,81776.2886598,34.57,5,38,49,0,28.65,,37.6,31.2,,,,3353.6,61.3,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,2017-01-01,81861.0526316,34.66,5,37,49,0,28.65,,37.6,31.2,-1.0,0.0,0.0,3292.3,65.7,31.2,34.5
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,2017-02-01,81904.3010753,34.69,5,37,48,0,28.65,,37.6,31.2,0.0,-1.0,0.0,3226.6,29.8,37.6,-7.800000000000001
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,2017-03-01,82235.86956519999,34.75,5,37,48,0,28.65,,37.6,31.2,0.0,0.0,0.0,3196.8,209.2,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,2017-04-01,82305.8823529,34.79,5,34,45,0,28.65,,37.6,31.2,-3.0,-3.0,0.0,2957.1,29.8,206.4,-176.6
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,2017-05-01,82334.52380950001,34.85,5,34,45,0,28.65,,37.6,31.2,0.0,0.0,0.0,2927.3,60.9,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,2017-06-01,82438.27160489999,35.0,5,32,45,0,28.65,,37.6,31.2,-2.0,0.0,0.0,2835.2,63.0,62.4,0.6000000000000014
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,2017-07-01,77497.5,35.04,5,31,45,0,28.65,,37.6,31.2,-1.0,0.0,0.0,2803.4,217.7,31.2,186.5
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,2017-08-01,77620.5479452,35.42,5,28,44,0,28.65,,37.6,31.2,-3.0,-1.0,0.0,2585.7,348.8,131.2,217.60000000000002
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,2017-09-01,77765.0793651,35.51,4,24,38,0,28.65,,37.6,31.2,-4.0,-6.0,0.0,2236.9,252.5,350.40000000000003,-97.90000000000003
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,2017-10-01,77928.5714286,35.98,4,19,37,0,28.65,,37.6,31.2,-5.0,-1.0,0.0,2014.9,96.4,193.6,-97.19999999999999
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,2017-11-01,78001.8867925,36.2,4,16,37,0,28.65,,37.6,31.2,-3.0,0.0,0.0,1918.5,335.0,93.6,241.4
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,2017-12-01,78274.4186047,36.83,4,9,34,0,28.65,,37.6,31.2,-7.0,-3.0,0.0,1583.5,170.6,331.20000000000005,-160.60000000000005
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,1,2018-01-01,78640.54054049999,37.35,4,4,33,0,28.65,,37.6,31.2,-5.0,-1.0,0.0,1381.8,70.8,193.6,-122.8
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,2016-12-01,77124.03846150001,47.17,5,101,1,0,33.4,,57.3,48.1,,,,4905.8,177.4,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,2017-01-01,77189.0,47.28,5,97,1,0,33.4,,57.3,48.1,-4.0,0.0,0.0,4728.4,168.1,192.4,-24.30000000000001
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,2017-02-01,77078.125,47.5,5,94,1,0,33.4,,57.3,48.1,-3.0,0.0,0.0,4560.3,190.3,144.3,46.0
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,2017-03-01,77403.2967033,47.55,5,89,1,0,33.4,,57.3,48.1,-5.0,0.0,0.0,4326.9,414.5,240.5,174.0
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,2017-04-01,77362.962963,47.68,5,79,1,0,33.4,,57.3,48.1,-10.0,0.0,0.0,3862.1,168.4,481.0,-312.6
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,2017-05-01,77309.2105263,47.94,5,75,1,0,33.4,,57.3,48.1,-4.0,0.0,0.0,3643.4,95.6,192.4,-96.80000000000001
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,2017-06-01,77337.8378378,47.98,4,73,1,0,33.4,,57.3,48.1,-2.0,0.0,0.0,3550.7,0.0,96.2,-96.2
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,2017-07-01,72280.0,47.98,5,74,1,0,33.4,,57.3,48.1,1.0,0.0,0.0,3598.3,149.2,-48.1,197.29999999999998
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,2017-08-01,72314.8648649,47.87,4,73,1,0,33.4,,57.3,48.1,-1.0,0.0,0.0,3542.3,288.1,48.1,240.00000000000003
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,2017-09-01,72258.82352939999,47.86,4,67,1,0,33.4,,57.3,48.1,-6.0,0.0,0.0,3254.2,481.8,288.6,193.2
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,2017-10-01,72391.3793103,47.8,4,57,1,0,33.4,,57.3,48.1,-10.0,0.0,0.0,2772.4,336.7,481.0,-144.3
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,2017-11-01,72386.2745098,47.76,4,51,0,0,33.4,,57.3,48.1,-6.0,-1.0,0.0,2435.7,959.3,345.90000000000003,613.3999999999999
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,2017-12-01,72206.6666667,47.61,3,30,0,0,33.4,,57.3,48.1,-21.0,0.0,0.0,1428.3,706.3,1010.1,-303.80000000000007
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,2,2018-01-01,71766.6666667,48.13,2,15,0,0,33.4,,57.3,48.1,-15.0,0.0,0.0,722.0,336.9,721.5,-384.6
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,2016-12-01,77900.0,50.05,4,1,0,0,49.0,,,60.0,,,,550.5,98.2,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,2017-01-01,77766.6666667,50.26,4,1,0,0,49.0,,,60.0,0.0,0.0,0.0,452.3,0.0,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,2017-02-01,77766.6666667,50.26,4,1,0,0,49.0,,,60.0,0.0,0.0,0.0,452.3,49.1,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,2017-03-01,77975.0,50.4,3,1,0,0,49.0,,,60.0,0.0,0.0,0.0,403.2,147.1,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,2017-04-01,77260.0,51.22,3,1,0,0,49.0,,,60.0,0.0,0.0,0.0,256.1,0.0,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,2017-05-01,76475.0,51.78,2,1,0,0,49.0,,,60.0,0.0,0.0,0.0,207.1,60.0,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,2017-06-01,78825.0,49.02,3,0,0,0,49.0,,,60.0,-1.0,0.0,0.0,196.1,49.0,60.0,-11.0
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,2017-07-01,73300.0,49.03,2,0,0,0,49.0,,,60.0,0.0,0.0,0.0,147.1,49.0,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,2017-08-01,72250.0,49.05,2,0,0,0,49.0,,,60.0,0.0,0.0,0.0,98.1,0.0,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,2017-09-01,69600.0,49.1,1,0,0,0,49.0,,,60.0,0.0,0.0,0.0,49.1,49.1,-0.0,
053ECC9B-BFAD-E611-9FBE-001EC9D5643C,3,2018-01-01,74900.0,49.0,3,0,0,0,49.0,,,60.0,0.0,0.0,0.0,49.0,49.0,-0.0,
0585C911-A4C2-E611-B887-001EC9D5643C,1,2017-01-01,91858.5034014,38.56,9,0,144,3,,48.09,38.36,,,,,5668.12,37.23,-0.0,
0585C911-A4C2-E611-B887-001EC9D5643C,1,2017-02-01,91969.1780822,38.57,9,0,143,3,,48.09,38.36,,0.0,-1.0,0.0,5630.89,201.53,38.36,163.17000000000002
0585C911-A4C2-E611-B887-001EC9D5643C,1,2017-03-01,92112.0567376,38.51,9,0,139,2,,48.09,38.36,,0.0,-4.0,-1.0,5429.36,547.91,201.53,346.38
0585C911-A4C2-E611-B887-001EC9D5643C,1,2017-04-01,93384.2519685,38.44,9,0,126,1,,48.09,38.36,,0.0,-13.0,-1.0,4881.45,1035.72,546.77,488.95000000000005
0585C911-A4C2-E611-B887-001EC9D5643C,1,2017-05-01,94930.3030303,38.46,10,0,98,1,,48.09,38.36,,0.0,-28.0,0.0,3807.37,613.76,1074.08,-460.31999999999994
0585C911-A4C2-E611-B887-001EC9D5643C,1,2017-06-01,95029.2682927,38.48,10,0,81,1,,48.09,38.36,,0.0,-17.0,0.0,3155.25,460.32,652.12,-191.8
0585C911-A4C2-E611-B887-001EC9D5643C,1,2017-07-01,95123.6111111,38.5,10,0,71,1,,48.09,38.36,,0.0,-10.0,0.0,2771.65,623.49,383.6,239.89
0585C911-A4C2-E611-B887-001EC9D5643C,1,2017-08-01,95626.7857143,38.36,11,0,56,0,,48.09,38.36,,0.0,-15.0,-1.0,2148.16,690.48,623.49,66.99000000000001
0585C911-A4C2-E611-B887-001EC9D5643C,1,2017-09-01,97267.5675676,38.36,10,0,37,0,,48.09,38.36,,0.0,-19.0,0.0,1419.32,767.2,728.84,38.360000000000014
0585C911-A4C2-E611-B887-001EC9D5643C,1,2017-10-01,103540.0,38.36,9,0,15,0,,48.09,38.36,,0.0,-22.0,0.0,575.4,383.6,843.92,-460.31999999999994
0585C911-A4C2-E611-B887-001EC9D5643C,1,2017-11-01,104616.666667,38.36,10,0,6,0,,48.09,38.36,,0.0,-9.0,0.0,230.16,115.08,345.24,-230.16000000000003
0585C911-A4C2-E611-B887-001EC9D5643C,1,2017-12-01,105050.0,38.36,9,0,4,0,,48.09,38.36,,0.0,-2.0,0.0,153.44,115.08,76.72,38.36
0585C911-A4C2-E611-B887-001EC9D5643C,1,2018-01-01,114300.0,38.36,10,0,2,0,,48.09,38.36,,0.0,-2.0,0.0,76.72,76.72,76.72,0.0
0585C911-A4C2-E611-B887-001EC9D5643C,2,2017-01-01,79806.21118010001,60.55,9,2,159,0,,,60.91,53.66,,,,9747.85,114.77,-0.0,
0585C911-A4C2-E611-B887-001EC9D5643C,2,2017-02-01,79898.74213839999,60.59,9,1,158,0,,,60.91,53.66,-1.0,-1.0,0.0,9633.08,358.21,114.57,243.64
0585C911-A4C2-E611-B887-001EC9D5643C,2,2017-03-01,80013.7254902,60.62,9,0,153,0,,,60.91,53.66,-1.0,-5.0,0.0,9274.87,1219.4,358.2099999999999,861.1900000000002
0585C911-A4C2-E611-B887-001EC9D5643C,2,2017-04-01,81019.6969697,60.56,9,0,132,0,,,60.91,53.66,0.0,-21.0,0.0,7994.56,1274.39,1279.11,-4.7199999999998
0585C911-A4C2-E611-B887-001EC9D5643C,2,2017-05-01,82325.9259259,60.59,9,0,108,0,,,60.91,53.66,0.0,-24.0,0.0,6543.96,786.31,1461.84,-675.53
0585C911-A4C2-E611-B887-001EC9D5643C,2,2017-06-01,82429.1666667,60.54,9,0,96,0,,,60.91,53.66,0.0,-12.0,0.0,5811.84,656.97,730.92,-73.94999999999993
0585C911-A4C2-E611-B887-001EC9D5643C,2,2017-07-01,82668.6046512,60.65,9,0,86,0,,,60.91,53.66,0.0,-10.0,0.0,5215.78,836.34,609.0999999999999,227.24000000000012
0585C911-A4C2-E611-B887-001EC9D5643C,2,2017-08-01,82880.2816901,60.82,9,0,71,0,,,60.91,53.66,0.0,-15.0,0.0,4318.53,548.59,913.65,-365.05999999999995
0585C911-A4C2-E611-B887-001EC9D5643C,2,2017-09-01,84201.5625,60.81,9,0,64,0,,,60.91,53.66,0.0,-7.0,0.0,3891.96,975.76,426.37,549.39
0585C911-A4C2-E611-B887-001EC9D5643C,2,2017-10-01,85714.5833333,60.75,9,0,48,0,,,60.91,53.66,0.0,-16.0,0.0,2916.2,1090.86,974.56,116.29999999999995
0585C911-A4C2-E611-B887-001EC9D5643C,2,2017-11-01,87088.46153849999,60.83,9,0,26,0,,,60.91,53.66,0.0,-22.0,0.0,1581.5,426.77,1340.02,-913.25
0585C911-A4C2-E611-B887-001EC9D5643C,2,2017-12-01,86913.6363636,60.8,9,0,22,0,,,60.91,53.66,0.0,-4.0,0.0,1337.66,975.36,243.64,731.72
